Time, NodeID, Population, VectorPopulation, AdultCount, InfectedCount, InfectiousCount, MaleCount, NewEggsCount, IndoorBitesCount, OutdoorBitesCount, MigrationFromCountLocal, MigrationFromCountRegional, arabiensis_AvailableHabitat, funestus_AvailableHabitat, gambiae_AvailableHabitat, arabiensis_EggCrowdingCorrection, funestus_EggCrowdingCorrection, gambiae_EggCrowdingCorrection
913,340461476,1052,1857,1366,402,89,2382,41120,0,0,0,0,113.438,1594.25,82.8202,0.0647594,0.0510534,0.077566
914,340461476,1052,1831,1327,423,81,2351,47460,0,0,0,0,118.404,1680.85,117.782,0.0350118,0.0479041,0.0180044
915,340461476,1052,1949,1433,441,75,2508,49400,0,0,0,0,248.883,1741.64,292.092,0.0303599,0.0430106,0.0262906
916,340461476,1052,1915,1396,442,77,2494,50460,0,0,0,0,228.576,1772.65,245.418,0.078265,0.0426037,0.0546988
917,340461476,1052,1860,1313,476,71,2427,52160,0,0,0,0,197.604,1652.6,262.004,0.0614452,0.0418275,0.0562885
918,340461476,1052,1811,1299,447,65,2395,43740,0,0,0,0,122.689,1445.01,163.21,0.0584627,0.0379384,0.0501924
919,340461476,1051,1825,1312,447,66,2383,46160,0,0,0,0,105.354,1788.81,105.616,0.0354593,0.0386572,0.0562795
920,340461476,1051,1763,1253,447,63,2378,48220,0,0,0,0,121.446,1595.52,99.8293,0.0323173,0.046754,0.0227621
921,340461476,1052,1733,1210,458,65,2304,48400,0,0,0,0,225.562,1742.35,263.736,0.0346989,0.0395519,0.0227921
922,340461476,1052,1513,987,473,53,2098,46440,0,0,0,0,147.037,1627.32,149.819,0.0578365,0.0446986,0.0477783
923,340461476,1052,1741,1218,460,63,2300,40960,0,0,0,0,130.36,1918.47,145.066,0.043502,0.0415557,0.0384151
924,340461476,1052,1704,1175,470,59,2278,44580,0,0,0,0,181.541,1657.74,194.713,0.041253,0.0554791,0.0450517
925,340461476,1053,1689,1156,484,49,2190,43900,0,0,0,0,56.6958,1278.42,77.1066,0.0605138,0.0440653,0.0491699
926,340461476,1053,1735,1213,461,61,2249,40880,0,0,0,0,155.366,1899.88,161.629,0.0177174,0.0340006,0.0248731
927,340461476,1054,1993,1450,476,67,2458,44380,0,0,0,0,313.276,1623.89,369.529,0.0528455,0.0548781,0.0486834
928,340461476,1054,1955,1402,487,66,2470,50100,0,0,0,0,74.1831,1637.7,85.6481,0.0837636,0.0434195,0.114052
929,340461476,1054,1713,1147,495,71,2230,49600,0,0,0,0,63.6338,1462.66,118.038,0.0188282,0.0391983,0.0195544
930,340461476,1054,1997,1447,474,76,2483,43260,0,0,0,0,176.803,1606.3,178.892,0.0179756,0.0355359,0.0240893
931,340461476,1054,1729,1182,461,86,2246,52660,0,0,0,0,274.211,1745.49,313.901,0.0462834,0.0457114,0.0416028
932,340461476,1054,1727,1184,465,78,2263,44560,0,0,0,0,333.338,1768.52,365.487,0.0710391,0.0380778,0.106048
933,340461476,1055,1700,1165,451,84,2265,45400,0,0,0,0,522.755,1692.46,553.617,0.111113,0.0478756,0.0791097
934,340461476,1055,1792,1259,446,87,2315,41480,0,0,0,0,519.895,1883.93,554.772,0.152852,0.0438461,0.163792
935,340461476,1055,1775,1243,457,75,2325,46520,0,0,0,0,268.98,1760.68,286.533,0.213072,0.0539498,0.134653
936,340461476,1055,1705,1173,461,71,2303,47100,0,0,0,0,254.675,1744.84,255.75,0.0791117,0.0449841,0.0719933
937,340461476,1055,1516,980,461,75,2079,46300,0,0,0,0,138.545,1788.87,186.162,0.0673743,0.0445111,0.0620753
938,340461476,1055,1484,959,452,73,2045,39220,0,0,0,0,125.382,1337.81,134.425,0.0329869,0.0471003,0.0451849
939,340461476,1055,1534,1021,448,65,2041,39840,0,0,0,0,124.852,1644.76,169.169,0.0423587,0.0401985,0.045109
940,340461476,1055,1542,1042,430,70,2066,39320,0,0,0,0,163.092,1533.84,176.214,0.0449107,0.0486904,0.051576
941,340461476,1055,1733,1241,423,69,2234,40380,0,0,0,0,159.25,1565.12,186.834,0.0397785,0.04857,0.0484103
942,340461476,1055,1526,1030,431,65,2030,44700,0,0,0,0,99.0419,1472.63,105.602,0.037559,0.0488796,0.045348
943,340461476,1055,1519,1031,429,59,1997,40140,0,0,0,0,63.8588,1206.85,107.51,0.0240393,0.0409975,0.0226614
944,340461476,1055,1497,1008,430,59,1961,40900,0,0,0,0,108.136,1512.38,96.2626,0.0164584,0.0370883,0.0289005
945,340461476,1055,1513,1058,406,49,1978,38240,0,0,0,0,97.7598,1221.66,111.733,0.0281604,0.0462784,0.0219778
946,340461476,1055,1481,1023,396,62,1942,37360,0,0,0,0,111.437,1382.35,129.264,0.0245628,0.03866,0.042005
947,340461476,1055,1279,842,380,57,1748,37300,0,0,0,0,86.0261,1374.35,111.696,0.0368998,0.0439399,0.0448833
948,340461476,1055,1305,892,362,51,1765,35300,0,0,0,0,113.439,1451.56,109.044,0.0267162,0.044391,0.0358
949,340461476,1055,1141,721,367,53,1583,33900,0,0,0,0,92.0547,1234.02,75.8387,0.0420146,0.047686,0.0504833
950,340461476,1055,1155,741,363,51,1546,28780,0,0,0,0,66.3348,1336.86,93.2612,0.0386784,0.0431778,0.0257955
951,340461476,1055,1130,736,339,55,1481,31760,0,0,0,0,44.8784,1495.68,49.3094,0.0331674,0.0548341,0.0388588
952,340461476,1055,1145,746,342,57,1558,31900,0,0,0,0,63.4088,1331.3,96.4543,0.0263991,0.0553955,0.0161142
953,340461476,1056,989,592,334,63,1391,26980,0,0,0,0,72.324,1592.16,85.0267,0.0257759,0.0493804,0.0388929
954,340461476,1056,1012,647,299,66,1401,23540,0,0,0,0,165.242,1668.93,197.047,0.04305,0.0680994,0.0442848
955,340461476,1056,1129,786,276,67,1510,25020,0,0,0,0,64.8596,1655.72,119.622,0.102001,0.086294,0.0763746
956,340461476,1056,1133,791,275,67,1524,29800,0,0,0,0,113.613,1120.48,81.5701,0.0286989,0.0802191,0.0564254
957,340461476,1056,1388,1056,269,63,1756,28900,0,0,0,0,83.2079,1336.23,90.6755,0.0461841,0.0448912,0.0342731
958,340461476,1056,1711,1358,288,65,2068,38540,0,0,0,0,67.6301,1291.3,78.478,0.0396228,0.0536208,0.0482317
959,340461476,1056,1891,1510,320,61,2328,44600,0,0,0,0,35.6713,1316.54,48.1904,0.0198912,0.0415477,0.0193295
960,340461476,1056,1675,1269,342,64,2119,49380,0,0,0,0,110.457,1560.59,115.841,0.0075256,0.0397266,0.0071712
961,340461476,1057,1645,1213,370,62,2123,44780,0,0,0,0,68.5509,1145.01,74.9455,0.0217435,0.0403462,0.0206123
962,340461476,1057,1613,1164,388,61,2045,42560,0,0,0,0,62.182,1544.43,68.98,0.0126478,0.0343641,0.0124082
963,340461476,1057,1579,1136,378,65,2013,42500,0,0,0,0,48.4478,1089.83,45.0532,0.00999711,0.0494691,0.0134727
964,340461476,1057,1704,1255,387,62,2157,41000,0,0,0,0,85.8179,1495.34,69.7977,0.0143337,0.0321672,0.00859793
965,340461476,1057,1508,1058,390,60,1984,44400,0,0,0,0,34.5571,1242.99,24.7301,0.0263245,0.045286,0.0147876
966,340461476,1057,1605,1160,381,64,2083,37520,0,0,0,0,75.7594,1234.5,104.622,0.0104718,0.0345082,0.00486813
967,340461476,1057,1412,950,397,65,1904,40460,0,0,0,0,89.804,1467.94,74.4489,0.019035,0.0404489,0.0346429
968,340461476,1058,1562,1105,402,55,2011,37180,0,0,0,0,52.7816,1244.81,63.7574,0.0249456,0.0460747,0.0148898
969,340461476,1058,1536,1070,416,50,1997,42680,0,0,0,0,27.0025,1308.79,28.7805,0.013674,0.0420543,0.0171391
970,340461476,1059,1514,1049,419,46,1975,41240,0,0,0,0,34.5761,1315.85,37.8624,0.00710592,0.0376739,0.00695182
971,340461476,1059,1630,1181,405,44,2097,38840,0,0,0,0,31.601,1043.92,17.5567,0.00860103,0.0394203,0.00985999
972,340461476,1060,1599,1138,416,45,2068,44300,0,0,0,0,38.8456,989.806,56.8284,0.0127424,0.0321801,0.00447875
973,340461476,1061,1574,1127,403,44,2092,40200,0,0,0,0,45.51,1221.56,33.5667,0.0130354,0.0265934,0.0138606
974,340461476,1061,1569,1104,416,49,2055,38940,0,0,0,0,107.289,1238.43,121.211,0.0121037,0.036356,0.0118193
975,340461476,1061,1349,888,395,66,1853,38280,0,0,0,0,20.2096,1177.17,33.7883,0.0337388,0.0375966,0.0429825
976,340461476,1062,1185,722,392,71,1661,37580,0,0,0,0,38.9919,1103.95,24.4353,0.00748503,0.0356936,0.0129955
977,340461476,1062,1223,778,376,69,1695,31260,0,0,0,0,51.1743,1261.18,48.1936,0.0138269,0.0348468,0.00793355
978,340461476,1062,1249,823,356,70,1738,31500,0,0,0,0,45.011,1132.31,54.4565,0.0204697,0.0473416,0.0227328
979,340461476,1062,1255,830,358,67,1744,31900,0,0,0,0,43.071,1135.81,23.8567,0.0244625,0.0404108,0.0332052
980,340461476,1062,1204,800,338,66,1695,30800,0,0,0,0,21.6789,1102.33,39.9765,0.0203165,0.0424445,0.00789956
981,340461476,1062,1308,910,326,72,1825,30400,0,0,0,0,57.349,1175.11,57.61,0.013382,0.0425281,0.0122627
982,340461476,1062,1303,927,304,72,1774,33340,0,0,0,0,30.1258,1081.48,43.5842,0.0292597,0.0450925,0.0242059
983,340461476,1062,1306,924,322,60,1791,36020,0,0,0,0,76.6259,1194.72,85.362,0.0167366,0.0371133,0.0181601
984,340461476,1062,1271,884,329,58,1744,34780,0,0,0,0,120.491,1216.36,140.212,0.0390948,0.0371031,0.0458936
985,340461476,1062,1270,878,321,71,1774,33080,0,0,0,0,39.8282,1078.92,31.9202,0.0485851,0.0405185,0.0614966
986,340461476,1062,1220,839,309,72,1726,34900,0,0,0,0,40.3715,1120.2,33.7461,0.0170206,0.0374625,0.0164537
987,340461476,1062,1238,868,297,73,1703,32020,0,0,0,0,71.5119,1112.43,54.0133,0.0214742,0.0357206,0.020329
988,340461476,1062,1224,858,295,71,1681,31980,0,0,0,0,47.6283,1025.48,32.8093,0.0350549,0.0391976,0.0337583
989,340461476,1062,1205,840,288,77,1681,34020,0,0,0,0,26.8604,1256.19,42.0672,0.0261694,0.0371283,0.012917
990,340461476,1062,1205,856,277,72,1684,30300,0,0,0,0,20.9539,1014.42,29.2822,0.0181489,0.0411865,0.0206212
991,340461476,1062,1191,858,267,66,1671,31000,0,0,0,0,75.6,1296,73.3335,0.0124726,0.0372401,0.021219
992,340461476,1062,1185,849,262,74,1664,31820,0,0,0,0,21.1656,1051.15,30.6286,0.0374258,0.0469567,0.0531402
993,340461476,1061,1294,950,274,70,1773,34500,0,0,0,0,23.7156,1082.33,14.0175,0.0141104,0.0370645,0.0156268
994,340461476,1061,1264,933,268,63,1734,35040,0,0,0,0,22.1399,1051.06,49.0444,0.0191255,0.0339076,0.0104608
995,340461476,1061,1415,1076,276,63,1889,33340,0,0,0,0,39.9422,1017.4,42.2692,0.0257441,0.0320444,0.0355394
996,340461476,1061,1400,1056,280,64,1843,40060,0,0,0,0,27.0899,1003.97,29.8777,0.0273577,0.0335776,0.0267526
997,340461476,1061,1350,1003,286,61,1811,36240,0,0,0,0,32.6703,1034.44,38.8559,0.0185547,0.0275817,0.0135808
998,340461476,1061,1331,979,290,62,1787,34880,0,0,0,0,24.1191,1233.43,51.1324,0.0236741,0.0320259,0.0151781
999,340461476,1062,1297,948,285,64,1785,36540,0,0,0,0,46.2337,1047.51,53.8153,0.0158679,0.0389342,0.030436
1000,340461476,1062,1286,939,288,59,1770,34320,0,0,0,0,29.0897,1006.59,33.322,0.0325589,0.0305933,0.0611538
1001,340461476,1062,1293,946,290,57,1758,34480,0,0,0,0,30.2317,1045.32,37.0352,0.0227263,0.0326179,0.0152853
1002,340461476,1062,1451,1105,294,52,1893,33860,0,0,0,0,21.3264,958.925,9.36273,0.0167954,0.0336765,0.0225825
1003,340461476,1062,1445,1091,298,56,1889,38000,0,0,0,0,129.098,1145.18,136.331,0.0156812,0.0310533,0.00577946
1004,340461476,1062,1455,1082,326,47,1886,37320,0,0,0,0,25.8746,974.877,26.083,0.0963415,0.033213,0.062537
1005,340461476,1062,1441,1071,316,54,1882,38640,0,0,0,0,95.9681,1097.8,93.2979,0.039204,0.0280137,0.0140231
1006,340461476,1063,1411,1035,315,61,1866,36600,0,0,0,0,58.6317,1041.27,55.3686,0.071618,0.031546,0.0373192
1007,340461476,1063,1413,1026,329,58,1872,35220,0,0,0,0,45.4101,869.725,45.9001,0.0366448,0.0314964,0.0285405
1008,340461476,1063,1379,1000,318,61,1817,37140,0,0,0,0,75.2317,1025.8,80.2575,0.0276891,0.0272299,0.0279879
1009,340461476,1063,1376,993,316,67,1824,36100,0,0,0,0,12.7422,971.737,18.1581,0.0723382,0.029872,0.0456008
1010,340461476,1063,1375,985,324,66,1780,35520,0,0,0,0,38.9733,1137.64,24.0815,0.00897339,0.028938,0.0165073
1011,340461476,1063,1218,834,318,66,1605,35860,0,0,0,0,38.0535,1001.57,49.2817,0.0324778,0.034663,0.0160544
1012,340461476,1063,1270,884,314,72,1650,30880,0,0,0,0,11.2625,1002.94,23.625,0.0243933,0.0309318,0.0256675
1013,340461476,1063,1287,895,317,75,1593,32140,0,0,0,0,42.2278,923.026,43.6977,0.00639912,0.0358192,0.0210937
1014,340461476,1064,1422,1036,310,76,1733,33620,0,0,0,0,22.2698,978.025,26.9666,0.0274207,0.0318725,0.0266449
1015,340461476,1065,1350,968,315,67,1716,39020,0,0,0,0,8.39514,895.315,25.5502,0.0202453,0.0320664,0.0133498
1016,340461476,1066,1341,957,307,77,1671,34980,0,0,0,0,13.7854,895.715,34.9839,0.00666281,0.0250088,0.0130358
1017,340461476,1066,1318,947,300,71,1658,34300,0,0,0,0,13.3521,861.594,16.8358,0.00919027,0.0277655,0.0286753
1018,340461476,1066,1347,964,301,82,1683,34880,0,0,0,0,26.792,903.416,26.88,0.0155257,0.0265269,0.0175372
1019,340461476,1067,1340,966,286,88,1686,36300,0,0,0,0,37.7377,934.745,44.7086,0.0235017,0.028463,0.01344
1020,340461476,1067,1327,937,302,88,1695,35380,0,0,0,0,69.8452,912.724,73.8281,0.0393101,0.0277702,0.0266123
1021,340461476,1068,1303,897,324,82,1672,34200,0,0,0,0,111.727,960.816,125.252,0.0873066,0.0274256,0.0567908
1022,340461476,1068,1289,900,308,81,1651,32780,0,0,0,0,83.3201,900.206,82.5779,0.105403,0.0305409,0.0745547
1023,340461476,1068,1334,956,301,77,1683,36200,0,0,0,0,8.5018,828.463,7.8909,0.109632,0.0290576,0.0794018
1024,340461476,1068,1286,908,305,73,1630,32360,0,0,0,0,31.5516,863.337,33.0574,0.00552065,0.024745,0.0066872
1025,340461476,1068,1271,902,292,77,1656,33800,0,0,0,0,26.5357,1141.39,23.373,0.0267387,0.0293054,0.0192194
1026,340461476,1070,1254,883,291,80,1650,33280,0,0,0,0,85.2159,964.862,92.351,0.020731,0.0365597,0.0179792
1027,340461476,1070,1221,848,294,79,1613,32440,0,0,0,0,48.8291,952.422,50.2546,0.0676316,0.0315727,0.0632541
1028,340461476,1070,1227,860,283,84,1599,32800,0,0,0,0,36.4642,880.567,37.6269,0.0364396,0.0324174,0.0292178
1029,340461476,1070,1375,1001,278,96,1766,34140,0,0,0,0,11.1001,915.792,17.4445,0.0387917,0.0287579,0.0303443
1030,340461476,1070,1352,984,271,97,1778,34140,0,0,0,0,48.8254,1059.63,52.2505,0.0104718,0.0294846,0.00863592
1031,340461476,1070,1345,980,255,110,1790,33140,0,0,0,0,7.26593,854.95,0.851074,0.0567738,0.0333636,0.0343753
1032,340461476,1070,1341,965,270,106,1801,36660,0,0,0,0,32.6882,1113.33,39.4314,0.0053426,0.0281419,0.00060791
1033,340461476,1070,1321,957,264,100,1789,39740,0,0,0,0,59.5961,954.092,64.5512,0.031431,0.03263,0.0262876
1034,340461476,1070,1457,1100,250,107,1906,35680,0,0,0,0,102.591,1229.84,119.99,0.0367877,0.0264585,0.0313356
1035,340461476,1070,1433,1062,262,109,1890,41180,0,0,0,0,381.828,1289.1,433.031,0.106866,0.0368877,0.0869494
1036,340461476,1070,1594,1207,277,110,2056,40220,0,0,0,0,212.452,875.181,241.946,0.289263,0.0334832,0.318405
1037,340461476,1070,1594,1212,272,110,2046,41400,0,0,0,0,450.448,1289.21,488.497,0.183148,0.0233631,0.151216
1038,340461476,1070,1819,1428,283,108,2267,40440,0,0,0,0,110.385,1060.3,120.428,0.346498,0.0333301,0.344012
1039,340461476,1070,1720,1327,288,105,2235,44420,0,0,0,0,395.483,1554.19,405.426,0.0707596,0.028411,0.0771972
1040,340461476,1071,1505,1103,304,98,2003,45440,0,0,0,0,84.1112,1015.71,117.457,0.235407,0.0380183,0.217971
1041,340461476,1071,1476,1058,331,87,1967,41760,0,0,0,0,266.75,1225.63,280.723,0.0404381,0.0244279,0.065987
1042,340461476,1071,1513,1102,320,91,1984,35840,0,0,0,0,146.672,1177.84,127.857,0.187852,0.0321014,0.129964
1043,340461476,1071,1708,1316,298,94,2218,36760,0,0,0,0,33.0656,766.079,51.5173,0.101855,0.0359098,0.0799109
1044,340461476,1071,1661,1252,319,90,2207,45820,0,0,0,0,236.334,1212.97,290.704,0.020666,0.022492,0.0468339
1045,340461476,1071,1669,1253,304,112,2166,44240,0,0,0,0,58.1272,1400.29,36.1415,0.104573,0.0293414,0.130948
1046,340461476,1071,1695,1270,320,105,2208,43360,0,0,0,0,300.463,1387.95,315.514,0.0377449,0.0346779,0.0155782
1047,340461476,1073,1488,1051,332,105,1983,43920,0,0,0,0,334.565,1344.95,386.74,0.227623,0.0347335,0.151689
1048,340461476,1073,1468,1033,330,105,1968,39160,0,0,0,0,133.296,1105.87,137.996,0.253459,0.0329646,0.214855
1049,340461476,1073,1705,1277,316,112,2219,39100,0,0,0,0,470.02,1456.48,474.689,0.0694251,0.0308386,0.099997
1050,340461476,1073,1800,1360,304,136,2298,44700,0,0,0,0,73.4557,1181.75,96.9508,0.250011,0.0405027,0.376737
1051,340461476,1073,2016,1558,340,118,2519,47100,0,0,0,0,264.464,1398.35,306.182,0.0327927,0.0288372,0.0655073
1052,340461476,1073,2030,1586,335,109,2537,50820,0,0,0,0,44.3154,1169.11,78.7952,0.117019,0.032779,0.140451
1053,340461476,1073,2219,1762,349,108,2739,54460,0,0,0,0,306,1368.38,365.667,0.00942881,0.0275994,0.0209562
1054,340461476,1073,2205,1724,373,108,2795,58060,0,0,0,0,178.474,1282.24,208.416,0.0577358,0.0312272,0.0684769
1055,340461476,1073,2425,1918,391,116,3005,55720,0,0,0,0,88.916,1031.61,76.5736,0.0257167,0.0292081,0.0288665
1056,340461476,1073,2376,1842,416,118,2966,64480,0,0,0,0,91.8484,1199.04,112.609,0.0135543,0.0246326,0.0105184
1057,340461476,1073,2470,1911,432,127,3054,65620,0,0,0,0,250.958,1481.29,282.954,0.0109343,0.0251687,0.0133423
1058,340461476,1073,2472,1883,472,117,3091,65080,0,0,0,0,284.229,1411.46,334.588,0.0334611,0.0298046,0.033605
1059,340461476,1073,2300,1716,488,96,2964,61660,0,0,0,0,445.134,1600.48,502.594,0.0369129,0.0281616,0.0460865
1060,340461476,1073,2356,1756,487,113,3047,59980,0,0,0,0,287.485,1408.59,324.65,0.0680633,0.0341399,0.0609944
1061,340461476,1073,2353,1770,469,114,3065,57660,0,0,0,0,540.446,1400.83,575.606,0.0400397,0.0310672,0.0435188
1062,340461476,1073,2468,1890,470,108,3151,62420,0,0,0,0,313.317,1394.88,323.463,0.0696451,0.0323817,0.0866877
1063,340461476,1073,2594,2004,472,118,3295,61980,0,0,0,0,288.085,1346.86,321.65,0.0450168,0.0287604,0.0464746
1064,340461476,1074,2549,1941,483,125,3314,71820,0,0,0,0,418.637,1633.9,479.153,0.0361916,0.0289771,0.0426591
1065,340461476,1075,2242,1635,486,121,3018,69340,0,0,0,0,402.436,1708.9,481.818,0.0442534,0.0312767,0.0473471
1066,340461476,1075,2358,1748,500,110,3151,57340,0,0,0,0,230.925,1386.8,196.029,0.0496835,0.03239,0.0568182
1067,340461476,1075,2325,1721,492,112,3096,60500,0,0,0,0,119.581,989.634,217.202,0.033761,0.032402,0.0254583
1068,340461476,1076,2430,1816,494,120,3141,61800,0,0,0,0,360.998,1465.62,366.109,0.0145123,0.0235403,0.0212526
1069,340461476,1076,2374,1751,462,161,3067,63500,0,0,0,0,500.356,1725.47,568.063,0.0489157,0.0318891,0.0432753
1070,340461476,1076,2393,1746,489,158,3086,62040,0,0,0,0,292.115,1581.12,354.351,0.058046,0.036759,0.0715444
1071,340461476,1076,2180,1530,502,148,2880,60420,0,0,0,0,262.373,1783.61,303.193,0.0402362,0.0340465,0.0424881
1072,340461476,1076,2167,1512,513,142,2854,56240,0,0,0,0,251.813,1611.83,266.459,0.0366443,0.0383407,0.0449841
1073,340461476,1076,2086,1447,459,180,2819,54600,0,0,0,0,135.905,1483.76,113.45,0.0344006,0.0403967,0.0295409
1074,340461476,1076,2036,1435,456,145,2813,55620,0,0,0,0,386.979,1509.09,415.754,0.0194706,0.0361364,0.0172942
1075,340461476,1076,2498,1898,440,160,3245,52980,0,0,0,0,869.458,2081.22,958.509,0.0513234,0.0362414,0.0645581
1076,340461476,1076,2649,2065,425,159,3392,64080,0,0,0,0,244.834,1604.8,270.927,0.147867,0.051439,0.144354
1077,340461476,1076,2691,2082,456,153,3446,70980,0,0,0,0,444.36,1865.96,510.734,0.0264399,0.0347661,0.0312849
1078,340461476,1076,2841,2208,504,129,3600,74160,0,0,0,0,425.016,1751.39,515.907,0.0424819,0.0367605,0.0523293
1079,340461476,1076,2869,2191,549,129,3673,76560,0,0,0,0,135.703,1774.38,179.003,0.0425016,0.0324693,0.0504802
1080,340461476,1076,2892,2193,559,140,3697,72280,0,0,0,0,133.803,1135.68,153.781,0.011271,0.0343339,0.0139411
1081,340461476,1077,2998,2297,554,147,3794,80760,0,0,0,0,147.281,1544.44,159.312,0.0130412,0.022471,0.0133956
1082,340461476,1077,3124,2403,570,151,3882,80660,0,0,0,0,245.78,1671.01,274.089,0.0119352,0.0281319,0.0117835
1083,340461476,1077,3345,2598,600,147,4158,80200,0,0,0,0,228.354,1636.17,234.616,0.0186763,0.0302391,0.0223929
1084,340461476,1077,2965,2157,663,145,3766,89660,0,0,0,0,394.395,1807.03,457.995,0.0188722,0.0298352,0.0176935
1085,340461476,1077,2999,2179,685,135,3846,78060,0,0,0,0,85.6096,1588.67,116.567,0.0267205,0.0306485,0.0287324
1086,340461476,1077,3166,2350,672,144,3987,78980,0,0,0,0,122.082,1127.19,141.203,0.00640791,0.0295731,0.0106163
1087,340461476,1077,3161,2321,687,153,3975,85440,0,0,0,0,190.985,1492.2,171.539,0.00970446,0.0203244,0.012907
1088,340461476,1077,3196,2321,710,165,4069,81620,0,0,0,0,245.731,1692.39,269.701,0.014828,0.0250117,0.0132976
1089,340461476,1077,3208,2321,710,177,4097,87180,0,0,0,0,324.321,1652.81,356.134,0.0190194,0.030838,0.0195153
1090,340461476,1077,2800,1924,705,171,3727,83260,0,0,0,0,307.618,1697.38,336.131,0.0276253,0.0268925,0.0254745
1091,340461476,1077,2726,1881,704,141,3641,72260,0,0,0,0,659.409,2069.83,682.232,0.022099,0.0291746,0.0301193
1092,340461476,1077,2756,1937,681,138,3647,66700,0,0,0,0,412.443,1813.1,432.826,0.0685456,0.0407769,0.0574269
1093,340461476,1078,3066,2246,681,139,3956,70320,0,0,0,0,299.966,1844.39,317.963,0.0442535,0.0378202,0.0458502
1094,340461476,1078,3039,2203,684,152,3928,80640,0,0,0,0,77.7573,1424.69,92.2859,0.0286227,0.037021,0.0317328
1095,340461476,1078,3152,2307,685,160,4038,81380,0,0,0,0,152.446,1615.89,141.384,0.00605587,0.0264517,0.00662022
1096,340461476,1078,3191,2321,699,171,4137,85380,0,0,0,0,844.774,2348.45,939.194,0.0132793,0.0294979,0.0093508
1097,340461476,1078,3159,2299,650,210,4077,82500,0,0,0,0,90.1331,1623.03,116.814,0.0690175,0.039643,0.0675679
1098,340461476,1078,3026,2165,689,172,3914,82860,0,0,0,0,358.458,1875.4,398.065,0.00741226,0.028859,0.00828471
1099,340461476,1078,2967,2116,663,188,3889,77200,0,0,0,0,347.49,1848.24,366.655,0.0310085,0.0326952,0.0285556
1100,340461476,1078,2944,2090,647,207,3887,75640,0,0,0,0,609.912,2131.28,746.569,0.0312491,0.0351777,0.0270794
1101,340461476,1078,2907,2080,599,228,3853,72900,0,0,0,0,509.548,2026.59,549.497,0.057215,0.0384154,0.0785862
1102,340461476,1078,3017,2207,587,223,3942,71920,0,0,0,0,125.839,1761.84,157.043,0.059666,0.0382088,0.0485422
1103,340461476,1078,2925,2117,577,231,3850,81340,0,0,0,0,601.304,2148.94,661.449,0.0120305,0.0335589,0.0175272
1104,340461476,1078,2768,1965,578,225,3720,75580,0,0,0,0,501.557,2391.48,538.174,0.0500253,0.0375295,0.0548465
1105,340461476,1078,2712,1915,568,229,3710,70080,0,0,0,0,164.889,1817.76,180.432,0.0521369,0.0429968,0.0520478
1106,340461476,1078,2738,1961,548,229,3691,70580,0,0,0,0,152.734,1789.96,190.705,0.0234217,0.0342585,0.0180793
1107,340461476,1078,2743,2005,522,216,3727,71700,0,0,0,0,216.933,1815.59,206.925,0.0176776,0.0341465,0.020032
1108,340461476,1079,3377,2646,522,209,4404,72160,0,0,0,0,143.546,1288.21,158.496,0.0244845,0.0335103,0.0238944
1109,340461476,1079,3435,2695,538,202,4517,88300,0,0,0,0,328.514,2412.04,312.238,0.0198268,0.0233034,0.0164415
1110,340461476,1080,3451,2664,577,210,4536,91480,0,0,0,0,1301.1,2586.95,1441,0.030531,0.0386173,0.0207054
1111,340461476,1080,3350,2558,599,193,4398,93720,0,0,0,0,182.73,2238.19,240.811,0.120472,0.0388898,0.101766
1112,340461476,1080,2942,2120,628,194,3943,88380,0,0,0,0,230.57,1991.7,261.189,0.0150271,0.0331485,0.0171518
1113,340461476,1080,3623,2821,625,177,4633,77060,0,0,0,0,262.028,2007.82,334.476,0.0216295,0.0294718,0.0257583
1114,340461476,1080,3117,2318,623,176,4174,94040,0,0,0,0,624.326,2433,735.807,0.0254891,0.0363603,0.0289339
1115,340461476,1080,3596,2805,621,170,4549,84040,0,0,0,0,181.586,1908.68,226.429,0.0457717,0.0364113,0.0541831
1116,340461476,1081,3568,2757,650,161,4567,91700,0,0,0,0,343.028,2080.84,382.031,0.0158452,0.031486,0.0189322
1117,340461476,1081,3823,2970,695,158,4745,93180,0,0,0,0,250.358,2084.04,296.398,0.0308478,0.0304573,0.0311608
1118,340461476,1081,3919,3040,709,170,4838,105420,0,0,0,0,487.33,2285.14,554.479,0.0218845,0.0308473,0.0209026
1119,340461476,1081,3796,2881,732,183,4762,104180,0,0,0,0,428.234,2106.32,449.372,0.035365,0.030147,0.035005
1120,340461476,1081,3979,3064,724,191,4875,100100,0,0,0,0,276.443,2152.2,275.271,0.028285,0.0294261,0.0257372
1121,340461476,1082,4080,3155,731,194,5007,100420,0,0,0,0,441.608,2186.98,506.231,0.0196617,0.0298336,0.0198037
1122,340461476,1082,3947,2959,778,210,4864,107880,0,0,0,0,440.643,2415.31,423.493,0.0304138,0.0304848,0.0357508
1123,340461476,1082,3859,2878,785,196,4833,105140,0,0,0,0,522.485,2286.88,564.873,0.0258897,0.0325513,0.0254197
1124,340461476,1082,3829,2854,790,185,4847,102660,0,0,0,0,161.382,2015.11,217.647,0.0337087,0.0308787,0.0362563
1125,340461476,1082,3691,2682,820,189,4650,100080,0,0,0,0,137.396,1953.98,189.663,0.0113489,0.0274613,0.014452
1126,340461476,1082,3811,2823,799,189,4743,98140,0,0,0,0,226.463,1503.77,255.96,0.0115848,0.0263767,0.0134132
