Time Of Report (Year), NodeId, Gender, Age, Population, Infected, Newly Infected, Chronic (Prev), Sub-Clinical (Prev), Acute (Prev), Pre-Patent (Prev), Chronic (Inc) , Sub-Clinical (Inc), Acute (Inc), Pre-Patent (Inc), 
1969.997,340461476,0,0,353,1,4,0,1,0,0,0,3,1,4
1969.997,340461476,0,1,353,0,2,0,0,0,0,0,2,0,2
1969.997,340461476,0,2,331,0,2,0,0,0,0,0,2,0,2
1969.997,340461476,0,3,328,0,3,0,0,0,0,0,3,0,3
1969.997,340461476,0,4,350,0,3,0,0,0,0,0,3,0,3
1969.997,340461476,0,5,358,0,6,0,0,0,0,0,6,0,6
1969.997,340461476,0,6,352,1,8,0,1,0,0,0,8,0,8
1969.997,340461476,0,7,303,0,5,0,0,0,0,0,4,1,5
1969.997,340461476,0,8,300,0,6,0,0,0,0,0,7,0,6
1969.997,340461476,0,9,290,1,10,0,1,0,0,0,8,1,10
1969.997,340461476,0,10,278,3,12,0,2,0,0,0,12,0,12
1969.997,340461476,0,11,291,2,14,0,1,0,0,0,13,1,13
1969.997,340461476,0,12,275,0,7,0,0,0,0,0,7,1,7
1969.997,340461476,0,13,269,0,8,0,0,0,0,0,8,0,8
1969.997,340461476,0,14,260,0,3,0,0,0,0,0,2,2,3
1969.997,340461476,0,15,233,1,5,0,0,0,0,0,3,1,5
1969.997,340461476,0,16,234,1,10,0,0,0,0,0,9,0,10
1969.997,340461476,0,17,252,0,5,0,0,0,0,0,4,0,5
1969.997,340461476,0,18,227,3,8,0,1,0,0,0,7,0,8
1969.997,340461476,0,19,233,0,4,0,0,0,0,0,4,0,4
1969.997,340461476,0,20,217,0,4,0,0,0,0,0,3,1,4
1969.997,340461476,0,21,220,1,2,0,0,0,1,0,1,0,2
1969.997,340461476,0,22,210,0,2,0,0,0,0,0,1,1,2
1969.997,340461476,0,23,210,0,2,0,0,0,0,0,2,0,2
1969.997,340461476,0,24,203,1,4,0,1,0,0,0,3,1,4
1969.997,340461476,0,25,181,0,0,0,0,0,0,0,1,0,0
1969.997,340461476,0,26,169,0,1,0,0,0,0,0,1,0,1
1969.997,340461476,0,27,200,1,1,1,0,0,0,1,1,0,1
1969.997,340461476,0,28,198,0,3,0,0,0,0,0,3,0,3
1969.997,340461476,0,29,158,0,0,0,0,0,0,0,0,0,0
1969.997,340461476,0,30,164,1,4,0,1,0,0,0,4,0,4
1969.997,340461476,0,31,180,1,1,0,0,0,0,0,0,0,1
1969.997,340461476,0,32,154,0,2,0,0,0,0,0,1,2,3
1969.997,340461476,0,33,147,1,2,1,0,0,0,0,2,0,2
1969.997,340461476,0,34,149,0,1,0,0,0,0,0,0,1,1
1969.997,340461476,0,35,143,0,1,0,0,0,0,0,1,0,1
1969.997,340461476,0,36,137,0,1,0,0,0,0,0,1,0,1
1969.997,340461476,0,37,131,1,2,1,0,0,0,0,1,1,2
1969.997,340461476,0,38,151,2,2,0,1,0,0,0,1,0,2
1969.997,340461476,0,39,138,1,1,0,1,0,0,0,1,0,1
1969.997,340461476,0,40,122,1,1,1,0,0,0,0,1,0,1
1969.997,340461476,0,41,147,0,0,0,0,0,0,0,0,0,0
1969.997,340461476,0,42,106,0,2,0,0,0,0,0,1,0,2
1969.997,340461476,0,43,118,1,0,1,0,0,0,0,1,0,0
1969.997,340461476,0,44,106,0,0,0,0,0,0,0,0,0,0
1969.997,340461476,0,45,86,0,0,0,0,0,0,0,0,0,0
1969.997,340461476,0,46,103,0,1,0,0,0,0,0,1,0,1
1969.997,340461476,0,47,107,0,0,0,0,0,0,0,0,0,0
1969.997,340461476,0,48,103,0,1,0,0,0,0,0,1,0,1
1969.997,340461476,0,49,81,0,1,0,0,0,0,0,1,0,1
1969.997,340461476,0,50,87,0,1,0,0,0,0,1,1,0,1
1969.997,340461476,0,51,107,2,1,1,1,0,0,0,1,0,1
1969.997,340461476,0,52,91,0,0,0,0,0,0,0,0,0,0
1969.997,340461476,0,53,58,0,0,0,0,0,0,0,0,0,0
1969.997,340461476,0,54,68,0,0,0,0,0,0,0,0,0,0
1969.997,340461476,0,55,82,2,1,1,0,0,0,0,0,0,1
1969.997,340461476,0,56,81,2,0,2,0,0,0,0,0,0,0
1969.997,340461476,0,57,68,0,0,0,0,0,0,0,0,0,0
1969.997,340461476,0,58,64,1,0,1,0,0,0,0,0,0,0
1969.997,340461476,0,59,62,2,1,2,0,0,0,0,1,0,1
1969.997,340461476,0,60,65,0,0,0,0,0,0,0,0,0,0
1969.997,340461476,0,61,53,0,1,0,0,0,0,0,1,0,1
1969.997,340461476,0,62,56,0,0,0,0,0,0,0,0,0,0
1969.997,340461476,0,63,56,1,0,1,0,0,0,0,0,0,0
1969.997,340461476,0,64,54,1,0,1,0,0,0,0,0,0,0
1969.997,340461476,0,65,49,1,0,1,0,0,0,0,0,0,0
1969.997,340461476,0,66,41,1,0,1,0,0,0,0,0,0,0
1969.997,340461476,0,67,36,1,0,1,0,0,0,0,0,0,0
1969.997,340461476,0,68,29,0,0,0,0,0,0,0,0,0,0
1969.997,340461476,0,69,41,0,0,0,0,0,0,0,0,0,0
1969.997,340461476,0,70,45,1,0,1,0,0,0,0,0,0,0
1969.997,340461476,0,71,26,0,0,0,0,0,0,0,0,0,0
1969.997,340461476,0,72,24,0,0,0,0,0,0,0,0,0,0
1969.997,340461476,0,73,28,0,0,0,0,0,0,0,0,0,0
1969.997,340461476,0,74,17,1,0,1,0,0,0,0,0,0,0
1969.997,340461476,0,75,17,0,0,0,0,0,0,0,0,0,0
