Time,Node_ID,Rel_ID,A_ID,B_ID,A_Gender,B_Gender,A_Age,B_Age,A_Is_Infected,B_Is_Infected,Did_Use_Condom,A_Num_Current_Rels,B_Num_Current_Rels,A_Is_Circumcised,B_Is_Circumcised,A_Has_CoInfection,B_Has_CoInfection,A_HIV_Infection_Stage,B_HIV_Infection_Stage,A_Is_On_ART,B_Is_On_ART
0,1,15,7795,6005,MALE,FEMALE,32.1185,19.5897,0,0,0,1,1,0,0,0,0,-1,-1,0,0
0,1,8,9484,12494,MALE,FEMALE,27.0896,21.4744,0,0,0,1,1,0,0,0,0,-1,-1,0,0
0,1,8,9484,12494,MALE,FEMALE,27.0896,21.4744,0,0,0,1,1,0,0,0,0,-1,-1,0,0
1,1,1,1273,2604,MALE,FEMALE,34.2295,23.6426,0,0,0,1,1,0,0,0,0,-1,-1,0,0
1,1,11,1520,9522,MALE,FEMALE,27.7831,21.0713,0,0,0,1,1,0,0,0,0,-1,-1,0,0
1,1,11,1520,9522,MALE,FEMALE,27.7831,21.0713,0,0,0,1,1,0,0,0,0,-1,-1,0,0
1,1,2,3604,12464,MALE,FEMALE,25.336,18.2693,0,1,0,1,1,0,0,0,0,-1,-1,0,0
1,1,13,6148,1367,MALE,FEMALE,16.9989,18.131,1,1,0,1,1,0,0,0,0,-1,-1,0,0
1,1,5,6915,62,MALE,FEMALE,24.3625,16.8215,0,1,0,1,1,0,0,0,0,-1,-1,0,0
1,1,6,7035,3781,MALE,FEMALE,36.7106,26.3827,0,0,0,1,1,0,0,0,0,-1,-1,0,0
1,1,14,7338,5449,MALE,FEMALE,15.5328,23.5495,1,0,0,1,1,0,0,0,0,-1,-1,0,0
1,1,24,11146,16923,MALE,FEMALE,25.5285,17.7612,0,1,0,1,1,0,0,0,0,-1,-1,0,0
2,1,1,1273,2604,MALE,FEMALE,34.2323,23.6454,0,0,0,1,1,0,0,0,0,-1,-1,0,0
2,1,27,1492,7304,MALE,FEMALE,33.2141,21.1974,0,0,0,1,1,0,0,0,0,-1,-1,0,0
2,1,3,3642,15684,MALE,FEMALE,23.497,19.5275,0,1,0,1,1,0,0,0,0,-1,-1,0,0
2,1,4,5266,4781,MALE,FEMALE,20.2211,29.9957,0,0,0,1,1,0,0,0,0,-1,-1,0,0
2,1,14,7338,5449,MALE,FEMALE,15.5356,23.5522,1,1,0,1,1,0,0,0,0,-1,-1,0,0
2,1,7,7541,4017,MALE,FEMALE,15.095,20.0821,1,0,0,1,1,0,0,0,0,-1,-1,0,0
2,1,20,8380,16021,MALE,FEMALE,47.5447,52.6981,0,0,0,1,1,0,0,0,0,-1,-1,0,0
2,1,17,8949,11286,MALE,FEMALE,16.8503,16.5437,1,1,0,1,1,0,0,0,0,-1,-1,0,0
2,1,10,10064,2371,MALE,FEMALE,23.2405,14.9617,0,0,0,1,1,0,0,0,0,-1,-1,0,0
2,1,24,11146,16923,MALE,FEMALE,25.5312,17.7639,1,1,1,1,1,0,0,0,0,-1,-1,0,0
2,1,30,13860,5153,MALE,FEMALE,38.1303,35.4129,0,0,1,1,1,0,0,0,0,-1,-1,0,0
2,1,32,15336,11118,MALE,FEMALE,27.691,30.1679,0,0,0,1,1,0,0,0,0,-1,-1,0,0
3,1,34,1231,8640,MALE,FEMALE,28.2729,15.5342,0,0,0,1,1,0,0,0,0,-1,-1,0,0
3,1,11,1520,9522,MALE,FEMALE,27.7885,21.0768,0,0,0,1,1,0,0,0,0,-1,-1,0,0
3,1,12,1592,13133,MALE,FEMALE,50.0299,45.4314,0,0,0,1,1,0,0,0,0,-1,-1,0,0
3,1,21,2236,6022,MALE,FEMALE,29.408,20.5005,0,0,0,1,1,0,0,0,0,-1,-1,0,0
3,1,21,2236,6022,MALE,FEMALE,29.408,20.5005,0,0,0,1,1,0,0,0,0,-1,-1,0,0
3,1,43,4926,12094,MALE,FEMALE,21.6441,28.8637,0,0,0,1,1,0,0,0,0,-1,-1,0,0
3,1,4,5266,4781,MALE,FEMALE,20.2239,29.9984,0,0,0,1,1,0,0,0,0,-1,-1,0,0
3,1,19,6790,3657,MALE,FEMALE,41.544,31.553,0,0,0,1,1,0,0,0,0,-1,-1,0,0
3,1,5,6915,62,MALE,FEMALE,24.368,16.827,1,1,0,1,1,0,0,0,0,-1,-1,0,0
3,1,6,7035,3781,MALE,FEMALE,36.7161,26.3882,0,0,0,1,1,0,0,0,0,-1,-1,0,0
3,1,7,7541,4017,MALE,FEMALE,15.0977,20.0848,1,1,1,1,1,0,0,0,0,-1,-1,0,0
3,1,42,10543,12591,MALE,FEMALE,36.4784,37.4216,0,0,0,1,1,0,0,0,0,-1,-1,0,0
3,1,24,11146,16923,MALE,FEMALE,25.534,17.7667,1,1,0,1,1,0,0,0,0,-1,-1,0,0
3,1,31,12663,15117,MALE,FEMALE,15.6731,18.2405,1,1,0,1,1,0,0,0,0,-1,-1,0,0
3,1,37,15104,8231,MALE,FEMALE,27.3973,16.5726,0,1,0,1,1,0,0,0,0,-1,-1,0,0
3,1,49,15239,6493,MALE,FEMALE,23.3986,24.5228,0,0,0,1,1,0,0,0,0,-1,-1,0,0
3,1,32,15336,11118,MALE,FEMALE,27.6938,30.1706,0,0,0,1,1,0,0,0,0,-1,-1,0,0
3,1,32,15336,11118,MALE,FEMALE,27.6938,30.1706,0,0,0,1,1,0,0,0,0,-1,-1,0,0
3,1,38,15367,9633,MALE,FEMALE,27.3045,16.8316,0,0,0,1,1,0,0,0,0,-1,-1,0,0
3,1,38,15367,9633,MALE,FEMALE,27.3045,16.8316,0,0,0,1,1,0,0,0,0,-1,-1,0,0
3,1,39,15894,9475,MALE,FEMALE,28.2234,18.912,0,1,1,1,1,0,0,0,0,-1,-1,0,0
4,1,33,67,9531,MALE,FEMALE,32.3179,28.9338,0,0,0,1,1,0,0,0,0,-1,-1,0,0
4,1,40,1351,5487,MALE,FEMALE,29.9411,27.8376,0,0,0,1,1,0,0,0,0,-1,-1,0,0
4,1,40,1351,5487,MALE,FEMALE,29.9411,27.8376,0,0,0,1,1,0,0,0,0,-1,-1,0,0
4,1,22,5844,13657,MALE,FEMALE,32.0605,26.545,0,0,0,1,1,0,0,0,0,-1,-1,0,0
4,1,19,6790,3657,MALE,FEMALE,41.5468,31.5558,0,0,0,1,1,0,0,0,0,-1,-1,0,0
4,1,47,10058,13964,MALE,FEMALE,20.4746,27.2719,0,0,0,1,1,0,0,0,0,-1,-1,0,0
4,1,41,10139,16315,MALE,FEMALE,26.8509,19.2046,0,0,0,1,1,0,0,0,0,-1,-1,0,0
4,1,42,10543,12591,MALE,FEMALE,36.4812,37.4243,0,0,0,1,1,0,0,0,0,-1,-1,0,0
4,1,42,10543,12591,MALE,FEMALE,36.4812,37.4243,0,0,0,1,1,0,0,0,0,-1,-1,0,0
4,1,24,11146,16923,MALE,FEMALE,25.5367,17.7694,1,1,0,1,1,0,0,0,0,-1,-1,0,0
4,1,31,12663,15117,MALE,FEMALE,15.6758,18.2432,1,1,0,1,1,0,0,0,0,-1,-1,0,0
4,1,31,12663,15117,MALE,FEMALE,15.6758,18.2432,1,1,0,1,1,0,0,0,0,-1,-1,0,0
4,1,58,13782,511,MALE,FEMALE,39.3193,39.6222,0,0,0,1,1,0,0,0,0,-1,-1,0,0
4,1,18,15062,7760,MALE,FEMALE,55.6873,48.2546,0,0,0,1,1,0,0,0,0,-1,-1,0,0
4,1,16,15649,1089,MALE,FEMALE,28.0823,24.9811,0,0,0,1,1,0,0,0,0,-1,-1,0,0
4,1,59,15751,11520,MALE,FEMALE,28.2856,24.743,0,0,0,1,1,0,0,0,0,-1,-1,0,0
4,1,59,15751,11520,MALE,FEMALE,28.2856,24.743,0,0,0,1,1,0,0,0,0,-1,-1,0,0
4,1,59,15751,11520,MALE,FEMALE,28.2856,24.743,0,0,0,1,1,0,0,0,0,-1,-1,0,0
5,1,21,2236,6022,MALE,FEMALE,29.4135,20.506,0,0,1,1,1,0,0,0,0,-1,-1,0,0
5,1,54,2483,3098,MALE,FEMALE,21.6243,23.162,0,0,0,1,1,0,0,0,0,-1,-1,0,0
5,1,43,4926,12094,MALE,FEMALE,21.6495,28.8692,0,0,0,1,1,0,0,0,0,-1,-1,0,0
5,1,55,5151,4695,MALE,FEMALE,26.941,20.1118,0,0,1,1,1,0,0,0,0,-1,-1,0,0
5,1,5,6915,62,MALE,FEMALE,24.3735,16.8324,1,1,0,1,1,0,0,0,0,-1,-1,0,0
5,1,5,6915,62,MALE,FEMALE,24.3735,16.8324,1,1,0,1,1,0,0,0,0,-1,-1,0,0
5,1,7,7541,4017,MALE,FEMALE,15.1032,20.0903,1,1,0,1,1,0,0,0,0,-1,-1,0,0
5,1,20,8380,16021,MALE,FEMALE,47.5529,52.7063,0,0,0,1,1,0,0,0,0,-1,-1,0,0
5,1,8,9484,12494,MALE,FEMALE,27.1033,21.4881,0,0,0,1,1,0,0,0,0,-1,-1,0,0
5,1,47,10058,13964,MALE,FEMALE,20.4773,27.2746,0,0,0,1,1,0,0,0,0,-1,-1,0,0
5,1,47,10058,13964,MALE,FEMALE,20.4773,27.2746,0,0,0,1,1,0,0,0,0,-1,-1,0,0
5,1,23,10063,10688,MALE,FEMALE,23.6777,18.7745,0,1,0,1,1,0,0,0,0,-1,-1,0,0
5,1,24,11146,16923,MALE,FEMALE,25.5395,17.7721,1,1,0,1,1,0,0,0,0,-1,-1,0,0
5,1,24,11146,16923,MALE,FEMALE,25.5395,17.7721,1,1,0,1,1,0,0,0,0,-1,-1,0,0
5,1,71,11171,15359,MALE,FEMALE,23.8505,23.8618,0,0,0,1,1,0,0,0,0,-1,-1,0,0
5,1,72,11539,8177,MALE,FEMALE,32.1197,23.2519,0,0,0,1,1,0,0,0,0,-1,-1,0,0
5,1,31,12663,15117,MALE,FEMALE,15.6785,18.246,1,1,0,1,1,0,0,0,0,-1,-1,0,0
5,1,31,12663,15117,MALE,FEMALE,15.6785,18.246,1,1,0,1,1,0,0,0,0,-1,-1,0,0
5,1,48,13322,14572,MALE,FEMALE,22.6522,18.4673,0,1,0,1,1,0,0,0,0,-1,-1,0,0
