Rel_ID,Node_ID,Rel_start_time,Rel_scheduled_end_time,Rel_actual_end_time,Rel_type (0 = transitory 1 = informal 2 = marital),male_ID,female_ID,male_age,female_age,Termination_Reason
196,1,1294,2022.85,2023,1,114,121,39.1781,34.2811,BROKEUP
216,3,1470,2024.96,2025,1,255,23,28.6941,22.2859,BROKEUP
215,1,1459,2025.74,2026,1,202,284,23.9843,22.3253,BROKEUP
198,3,1301,2029.47,2030,0,295,253,20.7202,18.2143,BROKEUP
193,2,1290,2052.77,2053,0,26,343,20.5089,16.815,BROKEUP
172,2,1116,2057.74,2058,1,46,287,25.1102,23.9336,BROKEUP
253,1,1876,2070.69,2071,0,64,84,17.1676,18.7659,BROKEUP
206,4,1369,2074.6,2075,1,268,277,20.5743,18.281,BROKEUP
248,2,1830,2086.08,2087,1,101,120,29.9377,25.5117,BROKEUP
205,1,1369,2093.82,2094,1,324,329,18.3052,20.1091,BROKEUP
203,1,1346,2113.7,2114,0,223,122,19.8949,19.0942,BROKEUP
251,2,1862,2126.32,2127,0,220,149,20.2343,21.1094,BROKEUP
208,1,1416,2138.44,2139,1,294,203,25.4973,18.6346,BROKEUP
221,1,1495,2139.85,2140,1,4,216,22.4933,18.9,BROKEUP
282,4,2128,2151.86,2152,0,29,149,20.1671,21.1779,BROKEUP
264,1,1994,2193.71,2194,0,155,325,23.4162,20.4334,BROKEUP
11,3,2,2198.11,2199,2,247,205,60.656,56.6174,BROKEUP
201,2,1305,2206.24,2207,1,243,319,23.574,17.7122,BROKEUP
223,2,1516,2208.99,2209,1,196,222,28.6694,26.6275,BROKEUP
213,1,1435,2214.37,2215,1,311,54,29.2982,19.9801,BROKEUP
88,2,234,2218.73,2219,2,137,242,69.5135,72.3042,BROKEUP
275,1,2060,2219.5,2220,1,330,144,27.7179,20.8648,BROKEUP
225,1,1560,2230.1,2231,1,264,231,50.2607,46.2679,BROKEUP
278,1,2093,2250.4,2251,0,314,23,24.4277,22.9051,BROKEUP
277,2,2084,2264.54,2265,0,139,277,17.8974,18.8015,BROKEUP
263,2,1994,2271.3,2272,0,86,65,26.4804,28.5614,BROKEUP
233,3,1645,2273.79,2274,1,234,331,21.931,23.9799,BROKEUP
286,2,2153,2298.09,2299,0,26,149,21.1829,21.5806,BROKEUP
259,2,1943,2302.97,2303,0,52,213,21.1018,18.3304,BROKEUP
270,3,2014,2309.82,2310,1,275,262,31.8377,30.2034,BROKEUP
289,4,2215,2317.06,2318,0,4,54,22.981,20.2623,BROKEUP
268,3,2008,2343.22,2344,1,252,257,26.0657,20.7177,BROKEUP
195,2,1294,2343.62,2344,0,93,112,31.9861,25.4633,BROKEUP
252,3,1864,2358.7,2359,1,30,274,25.3625,23.4658,BROKEUP
298,3,2290,2387.37,2388,0,123,124,27.3149,16.7913,BROKEUP
280,1,2109,2401.6,2402,1,173,287,29.1194,24.8761,BROKEUP
281,3,2113,2404.85,2405,0,76,284,31.1338,23.3636,BROKEUP
265,1,1999,2410.46,2411,0,248,40,17.0547,16.0696,BROKEUP
296,1,2275,2421.7,2422,0,255,216,29.7818,19.6726,BROKEUP
305,1,2394,2435.08,2436,0,155,73,24.0792,15.8078,BROKEUP
262,3,1975,2441.9,2442,1,43,51,30.0642,24.6785,BROKEUP
257,2,1910,2443.17,2444,1,158,119,33.03,26.7463,BROKEUP
247,1,1825,2450.9,2451,1,129,106,29.3891,27.9581,BROKEUP
245,2,1794,2461.34,2462,1,166,171,35.4918,30.5483,BROKEUP
237,1,1672,2462.04,2463,1,28,145,34.2504,26.1359,BROKEUP
274,1,2052,2466.27,2467,0,202,342,25.1925,18.0711,BROKEUP
171,2,1116,2477.63,2478,1,163,244,35.8555,35.5552,BROKEUP
236,1,1666,2483.64,2484,1,95,59,18.8015,19.5532,BROKEUP
266,1,1999,2490.91,2491,0,337,300,30.261,25.0255,BROKEUP
291,2,2247,2493.14,2494,0,148,319,18.545,18.4985,BROKEUP
287,3,2163,2495.1,2496,1,29,329,21.1095,21.2104,BROKEUP
255,2,1889,2514.94,2515,1,154,237,20.4347,21.7715,BROKEUP
177,1,1167,2514.44,2515,1,99,68,34.2297,26.8654,BROKEUP
250,1,1855,2524.92,2525,1,209,313,32.5096,27.1121,BROKEUP
279,3,2108,2554.58,2555,0,85,131,20.0982,15.7874,BROKEUP
284,1,2142,2561.67,2562,1,220,84,21.4261,20.1111,BROKEUP
309,3,2415,2568.19,2569,0,135,40,16.7009,16.5024,BROKEUP
300,1,2313,2571.89,2572,0,91,222,31.5465,27.622,BROKEUP
272,4,2037,2577.47,2578,1,261,253,22.7985,19.7157,BROKEUP
285,1,2151,2583.42,2584,0,191,120,27.6913,26.8734,BROKEUP
313,3,2466,2588.11,2589,0,234,73,22.794,16.227,BROKEUP
304,2,2383,2589.38,2590,0,339,108,28.5898,35.5906,BROKEUP
318,1,2501,2594.03,2595,0,210,342,17.9792,18.4218,BROKEUP
260,1,1950,2607.36,2608,1,178,143,38.0245,33.9756,BROKEUP
330,3,2584,2609.23,2610,0,183,312,17.5157,15.6179,BROKEUP
288,1,2188,2611.77,2612,0,324,197,19.7244,15.8433,BROKEUP
316,1,2494,2623.78,2624,0,28,23,34.6915,23.927,BROKEUP
319,1,2503,2639.01,2640,0,288,284,20.0631,24.0075,BROKEUP
325,3,2535,2645.25,2646,0,295,329,22.4079,21.6214,BROKEUP
315,2,2479,2652.04,2653,0,294,149,26.9056,22.5505,BROKEUP
310,1,2417,2656.92,2657,0,173,287,29.818,25.5747,BROKEUP
299,1,2300,2658.39,2659,0,26,144,22.1692,22.0675,BROKEUP
269,2,2013,2697.7,2698,1,198,71,23.1881,25.8061,BROKEUP
336,3,2612,2714.83,2715,0,139,312,19.1303,15.9056,BROKEUP
328,2,2575,2756.6,2757,1,155,131,24.9586,16.3408,BROKEUP
242,1,1742,2759.55,2760,1,8,292,32.5672,27.5252,BROKEUP
335,4,2603,2761.66,2762,0,129,342,30.2411,18.8793,BROKEUP
337,1,2612,2772.57,2773,1,29,197,21.8684,16.2844,BROKEUP
323,1,2533,2774.3,2775,1,93,145,33.1669,26.9907,BROKEUP
338,4,2632,2776.73,2777,0,255,23,30.7544,24.3461,BROKEUP
332,1,2593,2778.7,2779,0,317,313,34.9727,27.808,BROKEUP
329,1,2582,2794.55,2795,0,95,40,19.6536,17.1216,BROKEUP
290,1,2228,2800.69,2801,1,223,325,21.7771,22.0964,BROKEUP
340,3,2652,2812.12,2813,0,91,284,32.2068,24.4814,BROKEUP
333,1,2595,2826.78,2827,0,248,253,18.1945,20.3979,BROKEUP
295,1,2273,2835.31,2836,0,64,277,19.2635,20.3659,BROKEUP
276,3,2063,2853.04,2854,1,219,343,19.0207,19.0095,BROKEUP
331,1,2589,2868.49,2869,0,220,84,22.2672,20.9522,BROKEUP
352,2,2770,2872.95,2873,0,288,73,20.7014,17.005,BROKEUP
292,3,2253,2912.04,2913,0,243,203,25.5083,20.7551,BROKEUP
327,1,2567,2925.82,2926,0,202,59,26.45,20.7641,BROKEUP
306,1,2407,2934.77,2935,1,330,54,29.6768,21.9527,BROKEUP
314,2,2477,2936.23,2937,1,196,124,30.664,18.2954,BROKEUP
341,1,2664,2953.25,2954,1,294,144,27.7302,22.8757,BROKEUP
307,2,2413,2961.84,2962,1,123,274,28.8875,25.1179,BROKEUP
302,3,2362,2963.98,2964,1,4,213,24.7509,20.1413,BROKEUP
162,2,1012,2966.31,2967,0,272,335,24.0403,22.354,BROKEUP
311,2,2428,2968.11,2969,1,52,216,22.9264,21.1712,BROKEUP
343,2,2704,2974.95,2975,0,183,283,18.5157,17.1032,BROKEUP
379,1,2981,2990.02,2991,0,95,213,20.1906,20.2153,BROKEUP
366,2,2896,3006.59,3007,0,288,253,21.0686,20.891,BROKEUP
353,2,2799,3038,3039,0,279,117,16.7233,17.5064,BROKEUP
367,1,2901,3075.71,3076,0,198,73,24.2237,17.5612,BROKEUP
345,2,2717,3084.68,3085,0,148,51,20.1642,26.4402,BROKEUP
382,1,3013,3086.86,3087,0,64,301,19.9511,15.7615,BROKEUP
301,2,2344,3090.07,3091,1,46,257,27.9403,22.7643,BROKEUP
267,3,2005,3102.08,3103,1,297,316,23.1328,25.1927,BROKEUP
244,3,1788,3103.61,3104,1,227,92,39.3945,31.6407,BROKEUP
369,4,2935,3120.75,3121,0,155,54,25.9559,22.4623,BROKEUP
385,1,3081,3143.12,3144,0,219,73,19.8152,17.7475,BROKEUP
363,1,2875,3147.9,3148,0,223,84,22.7278,21.7166,BROKEUP
351,2,2766,3176.26,3177,0,135,131,18.3667,17.4915,BROKEUP
376,2,2977,3204.47,3205,0,168,283,18.9555,17.7333,BROKEUP
397,2,3169,3225.87,3226,0,322,225,17.651,16.7953,BROKEUP
322,3,2527,3239.25,3240,1,154,237,22.421,23.7578,BROKEUP
349,1,2740,3246.03,3247,0,178,71,39.7752,27.3102,BROKEUP
261,2,1974,3270.58,3271,1,290,98,35.5492,22.5206,BROKEUP
388,1,3097,3270.6,3271,0,308,301,18.2688,16.2656,BROKEUP
359,2,2833,3272.15,3273,1,173,284,31.5057,25.7417,BROKEUP
364,3,2878,3304.33,3305,1,220,325,23.4617,23.4773,BROKEUP
317,1,2496,3315.8,3316,1,252,331,28.7287,26.8347,BROKEUP
354,1,2803,3332.32,3333,1,29,40,23.4027,18.5956,BROKEUP
258,2,1912,3333.72,3334,1,61,176,27.5469,22.0909,BROKEUP
324,3,2535,3356.08,3357,0,76,68,33.742,29.1723,BROKEUP
342,2,2664,3357.01,3358,0,295,329,24.3586,23.5721,BROKEUP
383,4,3034,3362.3,3363,0,234,327,24.9145,16.9942,BROKEUP
389,4,3100,3377.05,3378,0,279,18,17.6521,17.62,BROKEUP
348,2,2732,3382.89,3383,0,261,149,25.004,24.5505,BROKEUP
407,2,3295,3393.87,3394,0,90,301,17.747,16.6026,BROKEUP
346,1,2723,3393.04,3394,0,320,312,17.071,17.7658,BROKEUP
368,1,2935,3407.81,3408,0,26,23,24.2212,26.0749,BROKEUP
46,1,18,3420.76,3421,2,58,14,56.3618,54.5608,BROKEUP
374,3,2968,3442.43,3443,1,4,240,26.0632,17.2725,BROKEUP
414,2,3379,3443.29,3444,0,95,189,21.4317,15.3117,BROKEUP
387,2,3097,3444.1,3445,0,330,287,31.0741,27.7336,BROKEUP
381,2,3007,3463.46,3464,0,272,213,25.402,21.5112,BROKEUP
378,2,2978,3467.94,3468,0,324,335,22.0696,23.7266,BROKEUP
377,2,2977,3469.86,3470,0,139,215,21.1988,17.8455,BROKEUP
396,3,3164,3473.47,3474,0,255,257,32.6639,23.8136,BROKEUP
356,2,2814,3488.42,3489,1,191,342,30.1707,20.8711,BROKEUP
406,1,3277,3507.58,3508,0,308,228,18.9181,17.9857,BROKEUP
344,2,2713,3511.26,3512,1,268,133,24.5113,17.7974,BROKEUP
326,1,2564,3519.88,3520,0,85,319,22.742,21.3095,BROKEUP
419,1,3417,3519.93,3520,0,47,340,18.4615,15.0173,BROKEUP
297,3,2276,3537.81,3538,1,314,122,27.9537,22.9955,BROKEUP
393,1,3150,3541.92,3542,0,46,54,29.1759,23.6158,BROKEUP
402,2,3228,3544.8,3545,0,256,225,17.6182,17.6692,BROKEUP
423,3,3446,3572.52,3573,0,168,240,19.9637,17.6286,BROKEUP
401,1,3200,3576.18,3577,1,219,246,21.0015,16.2826,BROKEUP
405,1,3277,3590.03,3591,0,43,316,33.2121,26.5297,BROKEUP
413,3,3365,3600.89,3601,0,165,283,17.2657,18.8183,BROKEUP
412,3,3361,3621.25,3622,0,29,344,24.1945,16.0548,BROKEUP
437,1,3547,3621.75,3622,0,76,54,34.468,23.8349,BROKEUP
392,1,3149,3643.75,3644,1,294,292,29.6206,29.9471,BROKEUP
439,3,3567,3659.53,3660,0,324,181,22.5956,17.0621,BROKEUP
371,3,2956,3661.75,3662,1,91,144,34.5328,24.8154,BROKEUP
394,1,3158,3685.99,3686,0,317,222,37.4576,30.674,BROKEUP
365,2,2895,3695.47,3696,1,210,277,20.9956,22.7221,BROKEUP
404,2,3264,3715.53,3716,1,163,92,39.2473,33.3174,BROKEUP
408,3,3308,3717.42,3718,1,220,325,24.5932,24.6088,BROKEUP
444,1,3590,3717.42,3718,0,85,237,23.2845,25.0674,BROKEUP
398,1,3172,3722.79,3723,1,223,136,24.3032,18.0443,BROKEUP
399,2,3182,3733.88,3734,1,196,274,32.8475,27.233,BROKEUP
417,1,3393,3744.64,3745,0,135,115,19.9229,16.7763,BROKEUP
427,1,3490,3759,3760,1,259,98,20.2924,23.8603,BROKEUP
395,3,3158,3779.35,3780,0,155,84,27.7614,23.4481,BROKEUP
391,2,3141,3811.27,3812,0,183,116,20.8088,18.3815,BROKEUP
403,1,3229,3814.71,3815,0,297,131,25.0834,19.2394,BROKEUP
375,1,2971,3829.5,3830,1,52,343,25.2853,21.6834,BROKEUP
442,1,3588,3830.76,3831,0,168,240,20.6705,18.3355,BROKEUP
460,1,3777,3830.74,3831,0,191,92,31.1077,33.6325,BROKEUP
386,2,3085,3838.1,3839,1,148,216,22.23,23.5548,BROKEUP
449,2,3680,3850.81,3851,1,219,6,21.7522,15.8954,BROKEUP
431,1,3520,3866.07,3867,0,26,228,25.4788,18.9692,BROKEUP
455,1,3747,3881.12,3882,0,47,115,19.4533,17.1517,BROKEUP
380,1,2988,3895.92,3896,1,8,124,35.6796,20.9228,BROKEUP
471,2,3888,3933.21,3934,0,148,179,22.4902,17.3335,BROKEUP
425,1,3466,3935.41,3936,0,234,213,26.4844,22.8044,BROKEUP
458,1,3766,3936.07,3937,0,294,122,30.4234,24.0887,BROKEUP
400,1,3182,3938.53,3939,1,288,73,23.622,19.9256,BROKEUP
360,1,2842,3940.06,3941,1,30,197,29.6967,19.4844,BROKEUP
410,2,3342,3943.79,3944,0,154,176,24.3498,23.7622,BROKEUP
434,3,3544,3949.07,3950,1,322,327,19.6346,18.6024,BROKEUP
436,2,3547,3957.16,3958,0,4,284,27.4741,27.6184,BROKEUP
447,2,3669,3961.94,3962,0,46,144,30.3266,25.6374,BROKEUP
384,2,3044,3964.64,3965,0,248,117,21.3123,20.0434,BROKEUP
446,2,3602,3968.25,3969,0,165,283,18.2739,19.8265,BROKEUP
339,1,2632,3974.41,3975,1,339,106,32.3843,32.1335,BROKEUP
453,1,3741,3986.78,3987,0,223,181,25.0264,17.958,BROKEUP
445,1,3596,4014.12,4015,0,43,215,34.3738,19.3386,BROKEUP
484,1,3959,4020.17,4021,0,234,131,26.7173,19.8038,BROKEUP
451,3,3685,4023.35,4024,0,314,335,29.2853,25.2499,BROKEUP
464,4,3822,4035.88,4036,0,183,189,21.4225,16.9337,BROKEUP
477,2,3939,4062.07,4063,0,259,73,21.1226,20.2653,BROKEUP
443,3,3589,4064.35,4065,1,126,340,17.3428,16.5104,BROKEUP
370,1,2945,4074.45,4075,1,202,59,29.598,23.9121,BROKEUP
421,3,3417,4084.74,4085,1,61,329,29.6044,25.5639,BROKEUP
390,2,3108,4099.29,4100,1,198,253,27.0292,23.8856,BROKEUP
491,2,4023,4107.77,4108,0,43,92,34.6286,34.3914,BROKEUP
481,2,3949,4117.76,4118,1,297,116,25.9136,19.2199,BROKEUP
475,3,3935,4125.71,4126,0,219,316,22.5056,27.9954,BROKEUP
467,1,3846,4127.96,4128,0,199,25,17.3134,17.0911,BROKEUP
