Rel_ID,Node_ID,Rel_start_time,Rel_scheduled_end_time,Rel_actual_end_time,Rel_type (0 = transitory 1 = informal 2 = marital),male_ID,female_ID,male_age,female_age,Termination_Reason
16,2,2,16.9691,17,0,30,23,18.946,16.7845,BROKEUP
34,1,7,33.5963,34,0,61,316,18.5058,16.7845,BROKEUP
5,3,1,54.9305,55,0,123,120,20.9231,19.9446,BROKEUP
58,4,68,76.2941,77,0,155,51,17.6162,18.1991,BROKEUP
36,2,10,97.3521,98,0,160,306,27.7651,24.2638,BROKEUP
66,2,93,111.455,112,0,298,92,25.4802,23.4435,BROKEUP
41,2,12,119.559,120,1,130,143,29.4168,27.1592,BROKEUP
13,4,2,134.751,135,0,91,106,24.8698,21.6129,BROKEUP
7,2,1,148.603,149,0,86,79,20.664,24.1184,BROKEUP
31,2,7,153.868,154,0,294,292,20.059,20.3855,BROKEUP
70,4,106,155.873,156,0,175,68,24.8947,20.4024,BROKEUP
76,4,144,178.623,179,0,196,106,23.1078,21.7335,BROKEUP
44,3,17,182.398,183,0,190,244,41.8307,29.2675,BROKEUP
20,2,4,183.83,184,0,311,300,23.7338,18.705,BROKEUP
19,2,3,197.312,198,0,101,119,24.7624,20.5929,BROKEUP
25,2,5,209.471,210,0,129,13,23.2494,21.3006,BROKEUP
80,4,162,213.809,214,0,86,292,20.8421,20.5499,BROKEUP
18,1,3,219.08,220,0,163,112,29.6692,19.6441,BROKEUP
64,3,79,253.452,254,0,61,51,19.1085,18.684,BROKEUP
86,2,205,260.386,261,0,311,106,23.9448,21.9581,BROKEUP
56,1,61,275.904,276,1,317,71,28.1152,19.1704,BROKEUP
51,1,45,279.444,280,0,314,274,19.0277,17.7699,BROKEUP
9,4,2,282.378,283,0,290,313,27.3629,20.9697,BROKEUP
30,3,7,298.424,299,0,337,287,24.2555,19.1144,BROKEUP
52,1,47,299.145,300,0,224,316,23.0025,17.5132,BROKEUP
73,3,112,304.413,305,0,160,92,28.3322,23.9722,BROKEUP
97,2,295,324.684,325,1,261,71,16.6259,19.3047,BROKEUP
3,3,1,353.254,354,0,330,269,22.6056,21.0714,BROKEUP
71,3,106,353.511,354,0,82,306,28.9703,24.9652,BROKEUP
4,2,1,353.142,354,1,76,334,25.5146,25.4549,BROKEUP
23,2,4,404.512,405,0,46,65,20.5814,23.4463,BROKEUP
61,3,77,418.219,419,1,180,23,26.8429,17.8859,BROKEUP
90,2,248,421.167,422,0,101,292,25.3761,21.1197,BROKEUP
101,1,316,430.141,431,0,272,54,17.0924,15.0925,BROKEUP
6,1,1,459.012,460,1,113,152,34.5793,36.2028,BROKEUP
77,1,159,468.7,469,0,255,68,24.4311,21.2599,BROKEUP
8,1,1,491.793,492,1,111,62,30.8778,27.9988,BROKEUP
120,1,498,513.884,514,0,317,68,28.7672,21.3832,BROKEUP
63,2,78,517.114,518,1,185,108,35.9844,29.9139,BROKEUP
89,3,235,522.459,523,0,163,112,30.4994,20.4742,BROKEUP
109,3,392,546.058,547,1,252,329,21.1424,15.8707,BROKEUP
2,2,1,567.482,568,0,282,331,32.7493,19.3059,BROKEUP
26,1,5,597.39,598,1,28,222,29.1408,22.2138,BROKEUP
62,2,77,617.63,618,1,158,149,28.0273,16.9752,BROKEUP
91,3,259,645.83,646,1,209,51,27.3616,19.758,BROKEUP
72,2,111,671.866,672,1,275,171,27.35,25.6442,BROKEUP
105,1,364,677.4,678,1,99,269,29.1968,21.959,BROKEUP
131,3,677,686.958,687,0,29,98,16.1534,15.4411,BROKEUP
112,1,423,701.435,702,1,234,23,17.6241,18.6612,BROKEUP
84,3,192,724.571,725,0,202,300,20.4199,20.1872,BROKEUP
96,2,289,731.21,732,0,61,274,20.4181,19.0083,BROKEUP
10,1,2,731.744,732,1,339,284,23.4994,18.7801,BROKEUP
22,1,4,753.306,754,1,114,121,35.7014,30.8043,BROKEUP
48,3,29,761.74,762,1,32,304,47.1802,37.8491,BROKEUP
43,2,17,765.561,766,1,178,262,32.9779,25.9732,BROKEUP
125,1,600,776.585,777,0,180,331,27.8237,19.8785,BROKEUP
1,1,0,780.757,781,1,43,7,25.5135,31.7242,BROKEUP
92,1,261,790.283,791,0,173,106,24.7057,23.4102,BROKEUP
37,3,10,801.948,802,2,270,140,54.5998,49.1358,BROKEUP
111,1,415,812.697,813,0,82,65,30.2278,24.5641,BROKEUP
104,1,360,815.035,816,0,166,306,30.9822,26.2309,BROKEUP
110,4,399,827.733,828,1,130,244,31.3566,31.0346,BROKEUP
67,2,94,843.745,844,1,155,120,19.7175,22.1062,BROKEUP
99,3,305,847.363,848,1,86,316,22.579,19.0146,BROKEUP
93,4,263,854.668,855,1,294,335,21.9795,16.5677,BROKEUP
138,1,736,883.706,884,1,243,284,19.9493,19.1965,BROKEUP
114,2,447,891.378,892,1,11,143,43.0652,29.2743,BROKEUP
68,1,94,892.891,893,1,182,145,33.1793,21.8345,BROKEUP
78,2,161,896.152,897,1,298,88,27.6309,26.3145,BROKEUP
98,2,301,920.213,921,1,196,313,25.1407,22.7176,BROKEUP
116,3,453,935.408,936,1,261,54,18.2999,16.476,BROKEUP
122,1,529,951.141,952,0,337,112,26.0446,21.6496,BROKEUP
129,2,656,970.357,971,0,297,149,17.2917,17.9423,BROKEUP
132,3,681,987.978,988,0,224,237,24.8875,17.5879,BROKEUP
39,1,11,990.352,991,1,258,177,32.109,29.0891,BROKEUP
113,2,437,1003.31,1004,1,91,292,27.2506,22.7143,BROKEUP
161,2,1011,1026.21,1027,0,275,88,28.3226,26.6707,BROKEUP
137,2,733,1045.91,1046,0,46,171,22.3376,26.6689,BROKEUP
118,1,484,1058.64,1059,1,295,325,18.06,17.3238,BROKEUP
49,1,41,1065.04,1066,2,37,20,41.0806,40.6655,BROKEUP
94,2,274,1090.56,1091,1,311,119,26.2188,23.0395,BROKEUP
57,1,63,1095.6,1096,1,161,211,44.6587,38.4269,BROKEUP
82,2,176,1101.28,1102,1,332,231,42.4993,43.1748,BROKEUP
106,2,367,1115.66,1116,0,4,287,19.6878,21.3528,BROKEUP
146,1,831,1122.39,1123,1,93,306,28.6408,27.072,BROKEUP
121,1,520,1130.31,1131,1,266,68,36.2617,23.0736,BROKEUP
124,2,562,1150.81,1151,0,129,329,25.8274,17.5255,BROKEUP
175,1,1145,1155.32,1156,0,224,68,25.3477,23.1421,BROKEUP
136,1,731,1165,1166,0,202,23,21.6281,19.9324,BROKEUP
143,2,799,1184.14,1185,0,43,269,26.6204,23.3481,BROKEUP
170,1,1111,1189.81,1190,1,37,62,41.4204,29.9111,BROKEUP
157,2,985,1200.9,1201,0,288,54,16.1206,17.2021,BROKEUP
174,1,1141,1204.59,1205,0,297,216,17.9328,16.3384,BROKEUP
167,2,1070,1208.29,1209,0,86,325,23.5681,17.7348,BROKEUP
173,1,1122,1209.46,1210,0,182,171,34.0478,27.1182,BROKEUP
168,3,1078,1216.57,1217,0,155,122,20.7395,16.6366,BROKEUP
126,3,637,1218.26,1219,1,175,222,27.807,23.9151,BROKEUP
100,1,312,1232.72,1233,1,302,44,38.7515,34.8304,BROKEUP
156,2,977,1250.25,1251,0,26,149,18.3117,18.7094,BROKEUP
155,2,966,1258.65,1259,0,243,112,20.9767,22.4907,BROKEUP
149,4,870,1268.98,1269,0,160,106,30.9733,24.7198,BROKEUP
158,2,990,1277.66,1278,0,252,203,23.1452,16.2757,BROKEUP
148,3,865,1282.03,1283,0,255,65,26.6612,25.8518,BROKEUP
140,2,745,1285.48,1286,0,61,274,21.9359,20.5261,BROKEUP
133,1,689,1286.16,1287,0,158,51,29.8602,21.5141,BROKEUP
165,1,1032,1290.77,1291,1,178,88,34.4163,27.394,BROKEUP
166,1,1045,1300.42,1301,0,317,292,30.9234,23.528,BROKEUP
154,1,955,1313.67,1314,1,209,120,29.1918,23.3939,BROKEUP
187,2,1238,1327.1,1328,0,268,122,18.5278,16.9407,BROKEUP
152,2,902,1344.73,1345,1,223,284,17.7881,20.4595,BROKEUP
103,2,347,1348.53,1349,1,162,92,31.0543,26.8325,BROKEUP
178,3,1169,1361.98,1362,0,311,23,26.9612,20.4694,BROKEUP
179,4,1172,1363.71,1364,0,294,329,23.374,18.1091,BROKEUP
135,1,727,1377.34,1378,1,76,300,28.3201,21.9762,BROKEUP
204,4,1365,1388.89,1389,0,30,23,22.7049,20.5434,BROKEUP
184,2,1223,1400.87,1401,0,196,222,26.4557,24.4138,BROKEUP
164,2,1031,1410.89,1411,1,298,313,29.0391,24.0601,BROKEUP
194,2,1294,1414.27,1415,1,288,203,16.7069,16.651,BROKEUP
150,3,895,1421.29,1422,1,227,145,34.7862,23.2838,BROKEUP
181,1,1214,1426.97,1427,1,86,54,24.1653,17.8212,BROKEUP
209,1,1423,1433.19,1434,0,43,23,27.3026,20.6667,BROKEUP
186,3,1237,1461.65,1462,0,185,44,38.5707,35.4578,BROKEUP
108,2,384,1467.94,1468,0,191,71,24.6338,22.4362,BROKEUP
189,1,1257,1470.22,1471,0,173,149,26.5687,19.3122,BROKEUP
217,2,1473,1476.56,1477,0,288,149,16.8768,19.3286,BROKEUP
185,1,1229,1479.55,1480,0,155,216,21.46,17.0918,BROKEUP
127,1,645,1506.31,1507,1,52,144,18.921,18.9113,BROKEUP
145,4,830,1518.52,1519,0,130,262,33.2497,28.0362,BROKEUP
210,1,1424,1550.25,1551,0,298,145,29.4226,23.6372,BROKEUP
32,1,7,1551.45,1552,2,264,299,48.4004,43.883,BROKEUP
24,1,4,1560.72,1561,1,8,21,29.2823,28.4083,BROKEUP
151,2,901,1579.67,1580,1,101,108,28.5487,32.8235,BROKEUP
200,1,1302,1585.7,1586,1,252,274,23.989,21.348,BROKEUP
197,2,1298,1619,1619,1,61,51,22.8483,22.4237,BROKEUP
123,1,531,1629.37,1630,1,330,257,26.1015,18.7616,BROKEUP
141,4,777,1630.58,1631,0,234,331,20.1693,22.2183,BROKEUP
199,1,1302,1644.76,1645,0,180,292,30.2018,24.4704,BROKEUP
159,2,994,1653.27,1654,0,339,237,26.0254,19.4126,BROKEUP
230,4,1628,1655.93,1656,0,154,59,18.0813,17.2847,BROKEUP
231,4,1636,1661.11,1662,0,178,306,35.4327,28.5487,BROKEUP
224,1,1553,1669.63,1670,0,290,145,31.1629,23.9633,BROKEUP
188,2,1251,1687.64,1688,1,297,84,19.256,17.7166,BROKEUP
227,3,1582,1699.58,1700,0,298,313,29.8309,24.8518,BROKEUP
240,2,1695,1729.85,1730,0,30,237,23.6392,19.6208,BROKEUP
218,4,1483,1733.22,1734,0,129,171,27.4247,28.5538,BROKEUP
235,1,1663,1736.74,1737,1,175,292,29.2262,24.7225,BROKEUP
190,2,1273,1768.22,1769,0,91,106,29.3465,26.0896,BROKEUP
222,2,1507,1789.92,1790,0,43,143,28.2779,31.7345,BROKEUP
202,2,1333,1813.96,1814,1,337,120,28.4062,24.7638,BROKEUP
183,3,1223,1852.09,1853,0,82,211,33.0772,40.5009,BROKEUP
147,4,848,1858.78,1859,0,29,316,19.3643,21.7845,BROKEUP
219,1,1486,1860.41,1861,1,86,149,25.3544,20.3806,BROKEUP
169,2,1096,1862.45,1863,0,275,119,30.613,25.1546,BROKEUP
212,1,1434,1871.64,1872,1,317,65,32.4878,27.4655,BROKEUP
241,1,1716,1871.28,1872,0,288,84,17.959,18.2207,BROKEUP
232,3,1636,1877.13,1878,0,210,257,16.0148,19.441,BROKEUP
239,3,1692,1879.54,1880,1,330,51,26.7864,23.1388,BROKEUP
226,2,1582,1894.7,1895,0,158,262,31.5259,29.0664,BROKEUP
229,3,1594,1895.75,1896,0,85,144,18.2927,19.9771,BROKEUP
117,2,476,1901.64,1902,1,123,176,25.9834,18.1676,BROKEUP
134,2,694,1909.01,1910,1,314,98,23.4935,18.7918,BROKEUP
87,3,226,1917.91,1918,1,107,13,32.8123,25.9801,BROKEUP
180,1,1198,1933.81,1934,0,266,269,38.4617,25.4001,BROKEUP
220,4,1487,1936.78,1937,1,155,300,22.7121,23.5077,BROKEUP
163,3,1027,1958.8,1959,1,258,128,34.7611,36.2432,BROKEUP
256,1,1897,1974.16,1975,0,29,257,19.6821,19.7068,BROKEUP
182,2,1215,1989.74,1990,1,261,325,21.1875,19.8745,BROKEUP
238,2,1684,1994.27,1995,0,191,306,26.0776,29.461,BROKEUP
246,1,1801,1998.93,1999,0,198,40,21.2731,14.9408,BROKEUP
228,1,1590,2004.5,2005,0,252,71,25.137,23.9074,BROKEUP
