Rel_ID,Rel_start_time,Rel_scheduled_end_time,Rel_type (0 = transitory 1 = informal 2 = marital),Original_node_ID,Current_node_ID,A_ID,A_is_infected,A_gender,A_age,A_total_num_active_rels,A_num_active_transitory_rels,A_num_active_informal_rels,A_num_active_marital_rels,A_num_lifetime_rels,A_num_rels_last_6_mo,A_extra_relational_bitmask,A_is_circumcised,A_has_STI_coinfection,A_is_superspreader,B_ID,B_is_infected,B_gender,B_age,B_total_num_active_rels,B_num_active_transitory_rels,B_num_active_informal_rels,B_num_active_marital_rels,B_num_lifetime_rels,B_num_rels_last_6_mo,B_extra_relational_bitmask,B_is_circumcised,B_has_STI_coinfection,B_is_superspreader,A_IndividualProperties,B_IndividualProperties
1,6,246.787,0,1,1,1467,0,0,18.634,1,1,0,0,1,1,0,0,0,0,5577,0,1,15.7135,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes
2,6,145.352,0,1,1,5152,1,0,16.7059,1,1,0,0,1,1,0,0,0,0,7533,0,1,17.2257,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes
3,6,506.347,0,1,1,5368,0,0,46.8854,1,1,0,0,1,1,0,0,0,0,2809,0,1,64.7682,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes
4,6,205.804,0,1,1,9547,0,0,48.1175,1,1,0,0,1,1,0,0,0,0,6953,0,1,56.6692,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes
5,6,413.461,0,1,1,11076,0,0,51.1983,1,1,0,0,1,1,0,0,0,0,8362,0,1,30.1041,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes
6,6,483.855,0,1,1,15314,0,0,39.072,1,1,0,0,1,1,0,0,0,0,9009,1,1,18.4893,1,1,0,0,1,1,0,0,0,0,Accessibility-No,Accessibility-Yes
7,6,248.493,0,1,1,15336,1,0,33.7255,1,1,0,0,1,1,0,0,0,0,11982,0,1,16.1085,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes
8,6,216.91,0,1,1,15761,0,0,27.7691,1,1,0,0,1,1,0,0,0,0,8803,0,1,24.4087,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-No
9,6,139.817,0,1,1,16916,0,0,28.96,1,1,0,0,1,1,0,0,0,0,12123,0,1,16.3554,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-No
10,6,852.257,0,1,1,535,1,0,25.6356,1,1,0,0,1,1,0,0,0,0,1999,1,1,16.8526,1,1,0,0,1,1,0,0,0,0,Accessibility-No,Accessibility-No
11,6,69.2848,0,1,1,2500,0,0,45.4715,1,1,0,0,1,1,0,0,0,0,11678,0,1,49.0442,1,1,0,0,1,1,0,0,0,0,Accessibility-No,Accessibility-Yes
12,6,391.392,0,1,1,4236,1,0,16.3685,1,1,0,0,1,1,0,0,0,0,6743,0,1,17.5173,1,1,0,0,1,1,0,0,0,0,Accessibility-No,Accessibility-No
13,6,440.138,0,1,1,5494,0,0,39.7851,1,1,0,0,1,1,0,0,0,0,8841,0,1,19.0944,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes
