2695505475	2695439939	0.01
2695505475	2695505474	0.0
2695505475	2695439938	0.0
2695439939	2695374403	0.01
2695439939	2695505475	0.0
2695439939	2695505474	0.0
2695439939	2695439938	0.0
2695439939	2695374402	0.0
2695374403	2695308867	0.01
2695374403	2695308866	0.0
2695374403	2695374402	0.0
2695374403	2695439938	0.0
2695374403	2695439939	0.0
2695308867	2682463747	0.001
2695308867	2695308866	0.0
2695308867	2695374403	0.0
2695308867	2695374402	0.0
2695505474	2695439938	0.01
2695505474	2695439939	0.0
2695505474	2695505475	0.0
2695439938	2695374402	0.01
2695439938	2695374403	0.0
2695439938	2695439939	0.0
2695439938	2695505475	0.0
2695439938	2695505474	0.0
2695374402	2695308866	0.01
2695374402	2695308867	0.0
2695374402	2695374403	0.0
2695374402	2695439939	0.0
2695374402	2695439938	0.0
2695308866	2682463747	0.001
2695308866	2695308867	0.0
2695308866	2695374403	0.0
2695308866	2695374402	0.0
2682463747	2695308866	0.002
2682463747	2695308867	0.002
