Rel_ID,Rel_start_time,Rel_scheduled_end_time,Rel_type (0 = transitory 1 = informal 2 = marital),Original_node_ID,Current_node_ID,A_ID,A_is_infected,A_gender,A_age,A_total_num_active_rels,A_num_active_transitory_rels,A_num_active_informal_rels,A_num_active_marital_rels,A_num_lifetime_rels,A_num_rels_last_6_mo,A_extra_relational_bitmask,A_is_circumcised,A_has_STI_coinfection,A_is_superspreader,B_ID,B_is_infected,B_gender,B_age,B_total_num_active_rels,B_num_active_transitory_rels,B_num_active_informal_rels,B_num_active_marital_rels,B_num_lifetime_rels,B_num_rels_last_6_mo,B_extra_relational_bitmask,B_is_circumcised,B_has_STI_coinfection,B_is_superspreader,A_IndividualProperties,B_IndividualProperties
1,29,81.4393,0,1,1,6961,0,0,34.124,1,1,0,0,1,1,0,0,0,0,8394,0,1,30.087,1,1,0,0,1,1,0,0,0,0,Location-RURAL,Location-RURAL
2,29,686.192,0,1,1,8029,0,0,23.415,1,1,0,0,1,1,0,0,0,0,8677,0,1,18.2439,1,1,0,0,1,1,0,0,0,0,Location-URBAN,Location-URBAN
3,29,642.033,0,1,1,9566,0,0,22.1188,1,1,0,0,1,1,0,0,0,0,2281,0,1,23.4956,1,1,0,0,1,1,0,0,0,0,Location-URBAN,Location-SUBURBAN
4,29,318.878,0,1,1,15791,0,0,21.0399,1,1,0,0,1,1,0,0,0,0,8622,0,1,18.0951,1,1,0,0,1,1,0,0,0,0,Location-URBAN,Location-URBAN
5,29,342.759,0,1,1,16580,0,0,38.1252,1,1,0,0,1,1,0,0,0,0,328,0,1,33.8282,1,1,0,0,1,1,0,0,0,0,Location-URBAN,Location-URBAN
6,29,103.906,0,1,1,4996,0,0,41.2946,1,1,0,0,1,1,0,0,0,0,15028,0,1,39.2433,1,1,0,0,1,1,0,0,0,0,Location-SUBURBAN,Location-SUBURBAN
7,29,290.416,0,1,1,7517,0,0,28.4555,1,1,0,0,1,1,0,0,0,0,15324,0,1,21.5197,1,1,0,0,1,1,0,0,0,0,Location-URBAN,Location-SUBURBAN
8,29,414.443,0,1,1,8365,1,0,17.0463,1,1,0,0,1,1,0,0,0,0,12550,0,1,14.7527,1,1,0,0,1,1,0,0,0,0,Location-RURAL,Location-SUBURBAN
9,29,86.6606,0,1,1,10542,0,0,19.8795,1,1,0,0,1,1,0,0,0,0,17068,0,1,15.0719,1,1,0,0,1,1,0,0,0,0,Location-URBAN,Location-SUBURBAN
10,29,156.756,0,1,1,11116,0,0,16.2502,1,1,0,0,1,1,0,0,0,0,4532,0,1,17.7269,1,1,0,0,1,1,0,0,0,0,Location-URBAN,Location-URBAN
11,29,276.765,0,1,1,13072,0,0,39.3518,1,1,0,0,1,1,0,0,0,0,1568,0,1,18.2729,1,1,0,0,1,1,0,0,0,0,Location-URBAN,Location-URBAN
12,29,618.743,0,1,1,15658,0,0,21.0886,1,1,0,0,1,1,0,0,0,0,1025,0,1,18.9598,1,1,0,0,1,1,0,0,0,0,Location-URBAN,Location-URBAN
13,29,229.308,0,1,1,15713,0,0,29.8136,1,1,0,0,1,1,0,0,0,0,4850,0,1,18.9307,1,1,0,0,1,1,0,0,0,0,Location-URBAN,Location-URBAN
14,29,79.4383,0,1,1,1176,0,0,32.5139,1,1,0,0,1,1,0,0,0,0,15070,0,1,25.6739,1,1,0,0,1,1,0,0,0,0,Location-URBAN,Location-RURAL
15,29,259.699,0,1,1,1602,0,0,26.1118,1,1,0,0,1,1,0,0,0,0,4360,0,1,29.7373,1,1,0,0,1,1,0,0,0,0,Location-URBAN,Location-URBAN
