Rel_ID,Rel_start_time,Rel_scheduled_end_time,Rel_type (0 = transitory 1 = informal 2 = marital),Original_node_ID,Current_node_ID,A_ID,A_is_infected,A_gender,A_age,A_total_num_active_rels,A_num_active_transitory_rels,A_num_active_informal_rels,A_num_active_marital_rels,A_num_lifetime_rels,A_num_rels_last_6_mo,A_extra_relational_bitmask,A_is_circumcised,A_has_STI_coinfection,A_is_superspreader,B_ID,B_is_infected,B_gender,B_age,B_total_num_active_rels,B_num_active_transitory_rels,B_num_active_informal_rels,B_num_active_marital_rels,B_num_lifetime_rels,B_num_rels_last_6_mo,B_extra_relational_bitmask,B_is_circumcised,B_has_STI_coinfection,B_is_superspreader,A_IndividualProperties,B_IndividualProperties
1,29,333.336,0,1,1,123,0,0,19.8035,1,1,0,0,1,1,0,0,0,0,4347,0,1,13.8015,1,1,0,0,1,1,0,0,0,0,None,None
2,29,117.53,0,1,1,3369,1,0,18.113,1,1,0,0,1,1,0,0,0,0,1891,1,1,24.8231,1,1,0,0,1,1,0,0,0,0,None,None
3,29,204.546,0,1,1,9695,1,0,21.2503,1,1,0,0,1,1,0,0,0,0,9260,1,1,20.4993,1,1,0,0,1,1,0,0,0,0,None,None
4,29,422.714,0,1,1,10635,0,0,24.1617,1,1,0,0,1,1,0,0,0,0,5686,0,1,15.4075,1,1,0,0,1,1,0,0,0,0,None,None
5,29,82.3763,0,1,1,14115,0,0,29.2209,1,1,0,0,1,1,0,0,0,0,9493,0,1,24.6498,1,1,0,0,1,1,0,0,0,0,None,None
6,29,355.096,0,1,1,14190,0,0,35.6643,1,1,0,0,1,1,0,0,0,0,12557,0,1,29.4995,1,1,0,0,1,1,0,0,0,0,None,None
7,29,487.206,0,1,1,5299,1,0,18.8016,1,1,0,0,1,1,0,0,0,0,6627,1,1,21.133,1,1,0,0,1,1,0,0,0,0,None,None
8,29,384.026,0,1,1,5336,0,0,24.6384,1,1,0,0,1,1,0,0,0,0,8629,0,1,16.9414,1,1,0,0,1,1,0,0,0,0,None,None
9,29,582.383,0,1,1,5411,0,0,29.5573,1,1,0,0,1,1,0,0,0,0,7064,0,1,24.0127,1,1,0,0,1,1,0,0,0,0,None,None
10,29,78.8405,0,1,1,5751,0,0,50.59,1,1,0,0,1,1,0,0,0,0,10601,0,1,17.2334,1,1,0,0,1,1,0,0,0,0,None,None
11,29,96.9811,0,1,1,9472,0,0,24.4279,1,1,0,0,1,1,0,0,0,0,4657,0,1,26.8616,1,1,0,0,1,1,0,0,0,0,None,None
12,29,358.341,0,1,1,10248,1,0,20.2746,1,1,0,0,1,1,0,0,0,0,15326,1,1,24.4998,1,1,0,0,1,1,0,0,0,0,None,None
13,29,258.011,0,1,1,16013,0,0,26.0866,1,1,0,0,1,1,0,0,0,0,15864,0,1,22.0504,1,1,0,0,1,1,0,0,0,0,None,None
14,29,97.8361,0,1,1,738,0,0,20.1909,1,1,0,0,1,1,0,0,0,0,6205,0,1,15.5187,1,1,0,0,1,1,0,0,0,0,None,None
15,29,551.664,0,1,1,1635,1,0,20.8168,1,1,0,0,1,1,0,0,0,0,16115,1,1,18.01,1,1,0,0,1,1,0,0,0,0,None,None
16,29,694.13,0,1,1,3088,0,0,27.0196,1,1,0,0,1,1,0,0,0,0,67,0,1,26.7977,1,1,0,0,1,1,0,0,0,0,None,None
17,29,94.1707,0,1,1,4002,0,0,27.2362,1,1,0,0,1,1,0,0,0,0,13131,0,1,27.2108,1,1,0,0,1,1,0,0,0,0,None,None
18,29,615.376,0,1,1,5634,0,0,19.2105,1,1,0,0,1,1,0,0,0,0,9127,0,1,19.2416,1,1,0,0,1,1,0,0,0,0,None,None
19,29,151.75,0,1,1,7855,0,0,20.2845,1,1,0,0,1,1,0,0,0,0,9282,0,1,14.3119,1,1,0,0,1,1,0,0,0,0,None,None
20,29,154.001,0,1,1,8834,0,0,15.5542,1,1,0,0,1,1,0,0,0,0,16271,0,1,18.5979,1,1,0,0,1,1,0,0,0,0,None,None
21,29,898.375,0,1,1,9565,1,0,38.7133,1,1,0,0,1,1,0,0,0,0,12693,1,1,26.2796,1,1,0,0,1,1,0,0,0,0,None,None
22,29,73.9164,0,1,1,13296,0,0,27.3066,1,1,0,0,1,1,0,0,0,0,13892,0,1,14.7318,1,1,0,0,1,1,0,0,0,0,None,None
23,29,71.7895,0,1,1,14070,0,0,22.0584,1,1,0,0,1,1,0,0,0,0,2868,0,1,15.8073,1,1,0,0,1,1,0,0,0,0,None,None
24,29,162.518,0,1,1,714,1,0,28.5283,1,1,0,0,1,1,0,0,0,0,11841,1,1,25.915,1,1,0,0,1,1,0,0,0,0,None,None
25,29,160.752,0,1,1,4521,0,0,23.0802,1,1,0,0,1,1,0,0,0,0,7100,0,1,19.6559,1,1,0,0,1,1,0,0,0,0,None,None
26,29,265.051,0,1,1,5431,0,0,22.8532,1,1,0,0,1,1,0,0,0,0,14021,0,1,18.8867,1,1,0,0,1,1,0,0,0,0,None,None
27,29,49.0798,0,1,1,8917,0,0,19.0428,1,1,0,0,1,1,0,0,0,0,2788,0,1,25.5988,1,1,0,0,1,1,0,0,0,0,None,None
28,29,496.46,0,1,1,12113,0,0,17.7731,1,1,0,0,1,1,0,0,0,0,2489,0,1,14.496,1,1,0,0,1,1,0,0,0,0,None,None
29,29,527.068,0,1,1,13877,0,0,39.6149,1,1,0,0,1,1,0,0,0,0,3292,0,1,30.6062,1,1,0,0,1,1,0,0,0,0,None,None
30,29,86.7172,0,1,1,1817,0,0,21.3469,1,1,0,0,1,1,0,0,0,0,12762,0,1,13.704,1,1,0,0,1,1,0,0,0,0,None,None
31,29,671.413,0,1,1,5685,0,0,33.7486,1,1,0,0,1,1,0,0,0,0,1771,0,1,33.145,1,1,0,0,1,1,0,0,0,0,None,None
32,29,439.556,0,1,1,7961,0,0,27.6081,1,1,0,0,1,1,0,0,0,0,17130,0,1,24.9435,1,1,0,0,1,1,0,0,0,0,None,None
33,29,297.496,0,1,1,10106,0,0,17.0733,1,1,0,0,1,1,0,0,0,0,336,0,1,17.9511,1,1,0,0,1,1,0,0,0,0,None,None
34,29,437.359,0,1,1,10156,0,0,17.3472,1,1,0,0,1,1,0,0,0,0,12404,0,1,18.1386,1,1,0,0,1,1,0,0,0,0,None,None
35,29,39.7387,0,1,1,13644,0,0,17.237,1,1,0,0,1,1,0,0,0,0,2040,0,1,17.0898,1,1,0,0,1,1,0,0,0,0,None,None
36,29,695.581,0,1,1,14002,0,0,43.7965,1,1,0,0,1,1,0,0,0,0,4970,0,1,31.1513,1,1,0,0,1,1,0,0,0,0,None,None
37,29,387.382,0,1,1,108,0,0,30.258,1,1,0,0,1,1,0,0,0,0,11975,0,1,25.3398,1,1,0,0,1,1,0,0,0,0,None,None
38,29,146.313,0,1,1,1850,1,0,26.092,1,1,0,0,1,1,0,0,0,0,10499,1,1,19.2266,1,1,0,0,1,1,0,0,0,0,None,None
39,29,60.9506,0,1,1,2821,0,0,33.3139,1,1,0,0,1,1,0,0,0,0,9375,0,1,24.2059,1,1,0,0,1,1,0,0,0,0,None,None
40,29,183.414,0,1,1,3862,1,0,15.973,1,1,0,0,1,1,0,0,0,0,6648,1,1,14.6521,1,1,0,0,1,1,0,0,0,0,None,None
41,29,346.935,0,1,1,5212,1,0,15.2599,1,1,0,0,1,1,0,0,0,0,9058,1,1,17.2852,1,1,0,0,1,1,0,0,0,0,None,None
42,29,273.071,0,1,1,5718,1,0,16.5316,1,1,0,0,1,1,0,0,0,0,15373,1,1,18.9944,1,1,0,0,1,1,0,0,0,0,None,None
43,29,628.429,0,1,1,6751,0,0,24.1855,1,1,0,0,1,1,0,0,0,0,13306,0,1,20.4869,1,1,0,0,1,1,0,0,0,0,None,None
44,29,101.412,0,1,1,9956,0,0,36.2635,1,1,0,0,1,1,0,0,0,0,488,0,1,32.992,1,1,0,0,1,1,0,0,0,0,None,None
45,29,217.554,0,1,1,15700,0,0,22.055,1,1,0,0,1,1,0,0,0,0,817,0,1,18.623,1,1,0,0,1,1,0,0,0,0,None,None
46,29,512.091,0,1,1,16457,0,0,25.7471,1,1,0,0,1,1,0,0,0,0,11695,0,1,20.2267,1,1,0,0,1,1,0,0,0,0,None,None
