Time, IndividualID, AgeYears, Gender, From_NodeID, To_NodeID, MigrationType, Event,IsInfected, Rel_ID, NumCoitalActs, IsDiscordant, HasMigrated, RelationshipType, RelationshipState, PartnerID, Male_NodeID, Female_NodeID
91,30,19.1515,M,4,2,local,STIPreEmigrating,0,4,1,0,1,INFORMAL,PAUSED,23,0,0
91,30,19.1515,M,2,0,N/A,STIPostImmigrating,0,4,1,0,0,INFORMAL,NORMAL,23,2,2
92,34,53.4922,M,2,4,local,STIPreEmigrating,0,8,2,0,0,INFORMAL,PAUSED,47,0,0
92,34,53.4922,M,4,0,N/A,STIPostImmigrating,0,8,2,0,1,INFORMAL,PAUSED,47,4,0
94,35,34.8266,F,3,1,local,STIPreEmigrating,0,7,24,0,1,INFORMAL,PAUSED,44,0,0
94,35,34.8266,F,1,0,N/A,STIPostImmigrating,0,7,24,0,1,INFORMAL,NORMAL,44,1,1
96,1,44.7963,M,1,3,local,STIPreEmigrating,0,6,22,0,0,INFORMAL,PAUSED,46,1,0
96,1,44.7963,M,3,0,N/A,STIPostImmigrating,0,6,22,0,1,INFORMAL,PAUSED,46,3,0
99,30,19.1734,M,2,3,local,STIPreEmigrating,0,4,2,0,0,INFORMAL,PAUSED,23,2,0
99,30,19.1734,M,3,0,N/A,STIPostImmigrating,0,4,2,0,1,INFORMAL,PAUSED,23,3,0
105,11,40.9118,M,1,2,local,STIPreEmigrating,0,2,20,0,0,INFORMAL,PAUSED,7,0,0
105,28,27.7928,M,1,2,local,STIPreEmigrating,0,1,25,0,1,INFORMAL,PAUSED,21,0,0
105,28,27.7928,M,2,0,N/A,STIPostImmigrating,0,1,25,0,0,INFORMAL,NORMAL,21,2,2
105,11,40.9118,M,2,0,N/A,STIPostImmigrating,0,2,20,0,1,INFORMAL,PAUSED,7,2,0
118,34,53.5634,M,4,2,local,STIPreEmigrating,0,8,2,0,1,INFORMAL,PAUSED,47,0,0
118,38,34.6806,M,3,4,local,STIPreEmigrating,0,5,21,0,0,INFORMAL,PAUSED,45,0,0
118,38,34.6806,M,4,0,N/A,STIPostImmigrating,0,5,21,0,1,INFORMAL,PAUSED,45,4,0
118,34,53.5634,M,2,0,N/A,STIPostImmigrating,0,8,2,0,1,INFORMAL,PAUSED,47,2,0
119,1,44.8593,M,3,1,local,STIPreEmigrating,0,6,22,0,1,INFORMAL,PAUSED,46,0,0
119,1,44.8593,M,1,0,N/A,STIPostImmigrating,0,6,22,0,0,INFORMAL,NORMAL,46,1,1
124,21,24.4741,F,2,4,local,STIPreEmigrating,0,1,32,0,0,INFORMAL,PAUSED,28,0,2
124,21,24.4741,F,4,0,N/A,STIPostImmigrating,0,1,32,0,1,INFORMAL,PAUSED,28,0,4
125,35,34.9115,F,1,3,local,STIPreEmigrating,0,7,36,0,1,INFORMAL,PAUSED,44,0,1
125,35,34.9115,F,3,0,N/A,STIPostImmigrating,0,7,36,0,1,INFORMAL,PAUSED,44,0,3
133,47,44.5244,F,3,4,local,STIPreEmigrating,0,8,2,0,1,INFORMAL,PAUSED,34,0,0
133,47,44.5244,F,4,0,N/A,STIPostImmigrating,0,8,2,0,1,INFORMAL,PAUSED,34,0,4
135,1,44.9031,M,1,4,local,STIPreEmigrating,0,6,31,0,0,INFORMAL,PAUSED,46,1,0
135,1,44.9031,M,4,0,N/A,STIPostImmigrating,0,6,31,0,1,INFORMAL,PAUSED,46,4,0
142,44,37.1057,M,1,3,local,STIPreEmigrating,0,7,36,0,1,INFORMAL,PAUSED,35,0,0
142,44,37.1057,M,3,0,N/A,STIPostImmigrating,0,7,36,0,1,INFORMAL,NORMAL,35,3,3
145,38,34.7546,M,4,3,local,STIPreEmigrating,0,5,21,0,1,INFORMAL,PAUSED,45,0,0
145,38,34.7546,M,3,0,N/A,STIPostImmigrating,0,5,21,0,1,INFORMAL,PAUSED,45,3,0
147,38,34.76,M,3,2,local,STIPreEmigrating,0,5,21,0,1,INFORMAL,PAUSED,45,0,0
147,38,34.76,M,2,0,N/A,STIPostImmigrating,0,5,21,0,1,INFORMAL,PAUSED,45,2,0
149,16,31.8444,M,3,1,local,STIPreEmigrating,0,3,11,0,1,INFORMAL,PAUSED,13,0,0
149,16,31.8444,M,1,0,N/A,STIPostImmigrating,0,3,11,0,0,INFORMAL,NORMAL,13,1,1
150,1,44.9442,M,4,1,local,STIPreEmigrating,0,6,31,0,1,INFORMAL,PAUSED,46,0,0
150,1,44.9442,M,1,0,N/A,STIPostImmigrating,0,6,31,0,0,INFORMAL,NORMAL,46,1,1
154,38,34.7792,M,2,3,local,STIPreEmigrating,0,5,21,0,1,INFORMAL,PAUSED,45,0,0
154,38,34.7792,M,3,0,N/A,STIPostImmigrating,0,5,21,0,1,INFORMAL,PAUSED,45,3,0
160,35,35.0074,F,3,1,local,STIPreEmigrating,0,7,43,0,1,INFORMAL,PAUSED,44,0,3
160,28,27.9435,M,2,1,local,STIPreEmigrating,0,1,32,0,0,INFORMAL,PAUSED,21,0,0
160,28,27.9435,M,1,0,N/A,STIPostImmigrating,0,1,32,0,1,INFORMAL,PAUSED,21,1,0
160,35,35.0074,F,1,0,N/A,STIPostImmigrating,0,7,43,0,1,INFORMAL,PAUSED,44,0,1
162,16,31.88,M,1,3,local,STIPreEmigrating,0,3,16,0,0,INFORMAL,PAUSED,13,1,0
162,16,31.88,M,3,0,N/A,STIPostImmigrating,0,3,16,0,1,INFORMAL,PAUSED,13,3,0
168,44,37.1769,M,3,4,local,STIPreEmigrating,0,7,43,0,1,INFORMAL,PAUSED,35,0,0
168,44,37.1769,M,4,0,N/A,STIPostImmigrating,0,7,43,0,1,INFORMAL,PAUSED,35,4,0
174,38,34.834,M,3,4,local,STIPreEmigrating,0,5,21,0,1,INFORMAL,PAUSED,45,0,0
174,38,34.834,M,4,0,N/A,STIPostImmigrating,0,5,21,0,1,INFORMAL,PAUSED,45,4,0
192,34,53.7661,M,2,4,local,STIPreEmigrating,0,8,2,0,1,INFORMAL,PAUSED,47,0,0
192,34,53.7661,M,4,0,N/A,STIPostImmigrating,0,8,2,0,1,INFORMAL,NORMAL,47,4,4
193,7,30.116,F,3,1,local,STIPreEmigrating,0,2,20,0,1,INFORMAL,PAUSED,11,0,0
193,7,30.116,F,1,0,N/A,STIPostImmigrating,0,2,20,0,1,INFORMAL,PAUSED,11,0,1
195,35,35.1033,F,1,3,local,STIPreEmigrating,0,7,43,0,1,INFORMAL,PAUSED,44,0,0
195,35,35.1033,F,3,0,N/A,STIPostImmigrating,0,7,43,0,1,INFORMAL,PAUSED,44,0,3
197,35,35.1088,F,3,2,local,STIPreEmigrating,0,7,43,0,1,INFORMAL,PAUSED,44,0,0
197,35,35.1088,F,2,0,N/A,STIPostImmigrating,0,7,43,0,1,INFORMAL,PAUSED,44,0,2
199,23,17.2859,F,2,3,local,STIPreEmigrating,0,4,2,0,0,INFORMAL,PAUSED,30,0,0
199,23,17.2859,F,3,0,N/A,STIPostImmigrating,0,4,2,0,1,INFORMAL,NORMAL,30,3,3
200,1,45.0812,M,1,4,local,STIPreEmigrating,0,6,46,0,0,INFORMAL,PAUSED,46,1,0
200,1,45.0812,M,4,0,N/A,STIPostImmigrating,0,6,46,0,1,INFORMAL,PAUSED,46,4,0
204,23,17.2996,F,3,2,local,STIPreEmigrating,0,4,4,0,1,INFORMAL,PAUSED,30,0,3
204,23,17.2996,F,2,0,N/A,STIPostImmigrating,0,4,4,0,1,INFORMAL,PAUSED,30,0,2
205,38,34.9189,M,4,3,local,STIPreEmigrating,0,5,21,0,1,INFORMAL,PAUSED,45,0,0
205,38,34.9189,M,3,0,N/A,STIPostImmigrating,0,5,21,0,1,INFORMAL,PAUSED,45,3,0
207,44,37.2838,M,4,3,local,STIPreEmigrating,0,7,43,0,1,INFORMAL,PAUSED,35,0,0
207,44,37.2838,M,3,0,N/A,STIPostImmigrating,0,7,43,0,1,INFORMAL,PAUSED,35,3,0
215,44,37.3057,M,3,1,local,STIPreEmigrating,0,7,43,0,1,INFORMAL,PAUSED,35,0,0
215,44,37.3057,M,1,0,N/A,STIPostImmigrating,0,7,43,0,1,INFORMAL,PAUSED,35,1,0
228,38,34.982,M,3,1,local,STIPreEmigrating,0,5,21,0,1,INFORMAL,PAUSED,45,0,0
228,38,34.982,M,1,0,N/A,STIPostImmigrating,0,5,21,0,1,INFORMAL,NORMAL,45,1,1
230,13,21.3581,F,1,2,local,STIPreEmigrating,0,3,16,0,0,INFORMAL,PAUSED,16,0,0
230,13,21.3581,F,2,0,N/A,STIPostImmigrating,0,3,16,0,1,INFORMAL,PAUSED,16,0,2
239,23,17.3955,F,2,1,local,STIPreEmigrating,0,4,4,0,1,INFORMAL,PAUSED,30,0,0
239,23,17.3955,F,1,0,N/A,STIPostImmigrating,0,4,4,0,1,INFORMAL,PAUSED,30,0,1
241,46,34.4424,F,1,3,local,STIPreEmigrating,0,6,46,0,0,INFORMAL,PAUSED,1,0,0
241,46,34.4424,F,3,0,N/A,STIPostImmigrating,0,6,46,0,1,INFORMAL,PAUSED,1,0,3
244,13,21.3965,F,2,1,local,STIPreEmigrating,0,3,16,0,1,INFORMAL,PAUSED,16,0,0
244,13,21.3965,F,1,0,N/A,STIPostImmigrating,0,3,16,0,1,INFORMAL,PAUSED,16,0,1
251,13,21.4157,F,1,2,local,STIPreEmigrating,0,3,16,0,1,INFORMAL,PAUSED,16,0,0
251,13,21.4157,F,2,0,N/A,STIPostImmigrating,0,3,16,0,1,INFORMAL,PAUSED,16,0,2
259,32,45.8049,M,2,3,local,STIPreEmigrating,0,10,15,0,0,INFORMAL,PAUSED,48,2,0
259,32,45.8049,M,3,0,N/A,STIPostImmigrating,0,10,15,0,1,INFORMAL,PAUSED,48,3,0
263,32,45.8158,M,3,2,local,STIPreEmigrating,0,10,15,0,1,INFORMAL,PAUSED,48,0,0
263,32,45.8158,M,2,0,N/A,STIPostImmigrating,0,10,15,0,0,INFORMAL,NORMAL,48,2,2
268,13,21.4622,F,2,1,local,STIPreEmigrating,0,3,16,0,1,INFORMAL,PAUSED,16,0,0
268,13,21.4622,F,1,0,N/A,STIPostImmigrating,0,3,16,0,1,INFORMAL,PAUSED,16,0,1
271,44,37.4591,M,1,3,local,STIPreEmigrating,0,7,43,0,1,INFORMAL,PAUSED,35,0,0
271,44,37.4591,M,3,0,N/A,STIPostImmigrating,0,7,43,0,1,INFORMAL,PAUSED,35,3,0
273,35,35.317,F,2,3,local,STIPreEmigrating,0,7,43,0,1,INFORMAL,PAUSED,44,0,0
273,35,35.317,F,3,0,N/A,STIPostImmigrating,0,7,43,0,1,INFORMAL,NORMAL,44,3,3
276,44,37.4728,M,3,2,local,STIPreEmigrating,0,7,44,0,1,INFORMAL,PAUSED,35,3,0
276,44,37.4728,M,2,0,N/A,STIPostImmigrating,0,7,44,0,1,INFORMAL,PAUSED,35,2,0
288,1,45.3223,M,4,1,local,STIPreEmigrating,0,6,46,0,1,INFORMAL,PAUSED,46,0,0
288,1,45.3223,M,1,0,N/A,STIPostImmigrating,0,6,46,0,1,INFORMAL,PAUSED,46,1,0
295,44,37.5249,M,2,3,local,STIPreEmigrating,0,7,44,0,1,INFORMAL,PAUSED,35,0,0
295,44,37.5249,M,3,0,N/A,STIPostImmigrating,0,7,44,0,1,INFORMAL,NORMAL,35,3,3
302,1,45.3607,M,1,2,local,STIPreEmigrating,0,6,46,0,1,INFORMAL,PAUSED,46,0,0
302,1,45.3607,M,2,0,N/A,STIPostImmigrating,0,6,46,0,1,INFORMAL,PAUSED,46,2,0
305,34,54.0757,M,4,2,local,STIPreEmigrating,0,8,39,0,1,INFORMAL,PAUSED,47,4,0
305,34,54.0757,M,2,0,N/A,STIPostImmigrating,0,8,39,0,1,INFORMAL,PAUSED,47,2,0
308,34,54.084,M,2,3,local,STIPreEmigrating,0,8,39,0,1,INFORMAL,PAUSED,47,0,0
308,34,54.084,M,3,0,N/A,STIPostImmigrating,0,8,39,0,1,INFORMAL,PAUSED,47,3,0
314,13,21.5883,F,1,4,local,STIPreEmigrating,0,3,16,0,1,INFORMAL,PAUSED,16,0,0
314,13,21.5883,F,4,0,N/A,STIPostImmigrating,0,3,16,0,1,INFORMAL,PAUSED,16,0,4
316,21,25.0001,F,4,2,local,STIPreEmigrating,0,1,32,0,1,INFORMAL,PAUSED,28,0,0
316,21,25.0001,F,2,0,N/A,STIPostImmigrating,0,1,32,0,1,INFORMAL,PAUSED,28,0,2
317,61,19.7471,M,2,4,local,STIPreEmigrating,0,9,32,0,0,INFORMAL,PAUSED,43,2,0
317,28,28.3737,M,1,2,local,STIPreEmigrating,0,1,32,0,1,INFORMAL,PAUSED,21,0,0
317,28,28.3737,M,2,0,N/A,STIPostImmigrating,0,1,32,0,1,INFORMAL,NORMAL,21,2,2
317,61,19.7471,M,4,0,N/A,STIPostImmigrating,0,9,32,0,1,INFORMAL,PAUSED,43,4,0
320,21,25.0111,F,2,3,local,STIPreEmigrating,0,1,33,0,1,INFORMAL,PAUSED,28,0,2
320,23,17.6174,F,1,2,local,STIPreEmigrating,0,4,4,0,1,INFORMAL,PAUSED,30,0,0
320,23,17.6174,F,2,0,N/A,STIPostImmigrating,0,4,4,0,1,INFORMAL,PAUSED,30,0,2
320,21,25.0111,F,3,0,N/A,STIPostImmigrating,0,1,33,0,1,INFORMAL,PAUSED,28,0,3
324,43,14.0017,F,2,3,local,STIPreEmigrating,0,9,32,0,0,INFORMAL,PAUSED,61,0,0
324,43,14.0017,F,3,0,N/A,STIPostImmigrating,0,9,32,0,1,INFORMAL,PAUSED,61,0,3
326,7,30.4804,F,1,2,local,STIPreEmigrating,0,2,20,0,1,INFORMAL,PAUSED,11,0,0
326,7,30.4804,F,2,0,N/A,STIPostImmigrating,0,2,20,0,1,INFORMAL,NORMAL,11,2,2
329,13,21.6294,F,4,1,local,STIPreEmigrating,0,3,16,0,1,INFORMAL,PAUSED,16,0,0
329,44,37.618,M,3,1,local,STIPreEmigrating,0,7,56,0,1,INFORMAL,PAUSED,35,3,0
329,44,37.618,M,1,0,N/A,STIPostImmigrating,0,7,56,0,1,INFORMAL,PAUSED,35,1,0
329,13,21.6294,F,1,0,N/A,STIPostImmigrating,0,3,16,0,1,INFORMAL,PAUSED,16,0,1
334,23,17.6557,F,2,4,local,STIPreEmigrating,0,4,4,0,1,INFORMAL,PAUSED,30,0,0
334,23,17.6557,F,4,0,N/A,STIPostImmigrating,0,4,4,0,1,INFORMAL,PAUSED,30,0,4
337,44,37.6399,M,1,3,local,STIPreEmigrating,0,7,56,0,1,INFORMAL,PAUSED,35,0,0
337,44,37.6399,M,3,0,N/A,STIPostImmigrating,0,7,56,0,1,INFORMAL,NORMAL,35,3,3
342,38,35.2943,M,1,3,local,STIPreEmigrating,0,5,48,0,1,INFORMAL,PAUSED,45,1,0
342,38,35.2943,M,3,0,N/A,STIPostImmigrating,0,5,48,0,1,INFORMAL,PAUSED,45,3,0
344,66,16.0879,F,1,4,local,STIPreEmigrating,0,11,7,0,0,INFORMAL,PAUSED,4,0,1
344,66,16.0879,F,4,0,N/A,STIPostImmigrating,0,11,7,0,1,INFORMAL,PAUSED,4,0,4
349,61,19.8348,M,4,2,local,STIPreEmigrating,0,9,32,0,1,INFORMAL,PAUSED,43,0,0
349,61,19.8348,M,2,0,N/A,STIPostImmigrating,0,9,32,0,1,INFORMAL,PAUSED,43,2,0
350,47,45.1189,F,4,3,local,STIPreEmigrating,0,8,39,0,1,INFORMAL,PAUSED,34,0,0
350,47,45.1189,F,3,0,N/A,STIPostImmigrating,0,8,39,0,1,INFORMAL,NORMAL,34,3,3
352,28,28.4695,M,2,1,local,STIPreEmigrating,0,1,33,0,1,INFORMAL,PAUSED,21,0,0
352,28,28.4695,M,1,0,N/A,STIPostImmigrating,0,1,33,0,1,INFORMAL,PAUSED,21,1,0
356,46,34.7575,F,3,1,local,STIPreEmigrating,0,6,46,0,1,INFORMAL,PAUSED,1,0,0
356,46,34.7575,F,1,0,N/A,STIPostImmigrating,0,6,46,0,1,INFORMAL,PAUSED,1,0,1
359,4,17.6166,M,1,3,local,STIPreEmigrating,0,11,7,0,0,INFORMAL,PAUSED,66,0,0
359,4,17.6166,M,3,0,N/A,STIPostImmigrating,0,11,7,0,1,INFORMAL,PAUSED,66,3,0
361,47,45.1491,F,3,2,local,STIPreEmigrating,0,8,42,0,1,INFORMAL,PAUSED,34,0,3
361,47,45.1491,F,2,0,N/A,STIPostImmigrating,0,8,42,0,1,INFORMAL,PAUSED,34,0,2
367,38,35.3628,M,3,1,local,STIPreEmigrating,0,5,48,0,1,INFORMAL,PAUSED,45,0,0
367,38,35.3628,M,1,0,N/A,STIPostImmigrating,0,5,48,0,1,INFORMAL,NORMAL,45,1,1
370,21,25.1481,F,3,2,local,STIPreEmigrating,0,1,33,0,1,INFORMAL,PAUSED,28,0,0
370,21,25.1481,F,2,0,N/A,STIPostImmigrating,0,1,33,0,1,INFORMAL,PAUSED,28,0,2
376,21,25.1645,F,2,3,local,STIPreEmigrating,0,1,33,0,1,INFORMAL,PAUSED,28,0,0
376,21,25.1645,F,3,0,N/A,STIPostImmigrating,0,1,33,0,1,INFORMAL,PAUSED,28,0,3
377,61,19.9115,M,2,4,local,STIPreEmigrating,0,9,32,0,1,INFORMAL,PAUSED,43,0,0
377,61,19.9115,M,4,0,N/A,STIPostImmigrating,0,9,32,0,1,INFORMAL,PAUSED,43,4,0
378,7,30.6228,F,2,1,local,STIPreEmigrating,0,2,32,0,1,INFORMAL,PAUSED,11,0,2
378,7,30.6228,F,1,0,N/A,STIPostImmigrating,0,2,32,0,1,INFORMAL,PAUSED,11,0,1
383,61,19.9279,M,4,2,local,STIPreEmigrating,0,9,32,0,1,INFORMAL,PAUSED,43,0,0
383,61,19.9279,M,2,0,N/A,STIPostImmigrating,0,9,32,0,1,INFORMAL,PAUSED,43,2,0
385,23,17.7955,F,4,2,local,STIPreEmigrating,0,4,4,0,1,INFORMAL,PAUSED,30,0,0
385,23,17.7955,F,2,0,N/A,STIPostImmigrating,0,4,4,0,1,INFORMAL,PAUSED,30,0,2
387,44,37.7769,M,3,1,local,STIPreEmigrating,0,7,69,0,1,INFORMAL,PAUSED,35,3,0
387,35,35.6293,F,3,4,local,STIPreEmigrating,0,7,69,0,1,INFORMAL,PAUSED,44,0,0
387,35,35.6293,F,4,0,N/A,STIPostImmigrating,0,7,69,0,1,INFORMAL,PAUSED,44,0,4
387,44,37.7769,M,1,0,N/A,STIPostImmigrating,0,7,69,0,1,INFORMAL,PAUSED,35,1,0
390,61,19.9471,M,2,4,local,STIPreEmigrating,0,9,32,0,1,INFORMAL,PAUSED,43,0,0
390,38,35.4258,M,1,3,local,STIPreEmigrating,0,5,59,0,1,INFORMAL,PAUSED,45,1,0
390,38,35.4258,M,3,0,N/A,STIPostImmigrating,0,5,59,0,1,INFORMAL,PAUSED,45,3,0
390,61,19.9471,M,4,0,N/A,STIPostImmigrating,0,9,32,0,1,INFORMAL,PAUSED,43,4,0
395,4,17.7152,M,3,1,local,STIPreEmigrating,0,11,7,0,1,INFORMAL,PAUSED,66,0,0
395,4,17.7152,M,1,0,N/A,STIPostImmigrating,0,11,7,0,1,INFORMAL,PAUSED,66,1,0
398,21,25.2248,F,3,2,local,STIPreEmigrating,0,1,33,0,1,INFORMAL,PAUSED,28,0,0
398,21,25.2248,F,2,0,N/A,STIPostImmigrating,0,1,33,0,1,INFORMAL,PAUSED,28,0,2
401,4,17.7317,M,1,3,local,STIPreEmigrating,0,11,7,0,1,INFORMAL,PAUSED,66,0,0
401,4,17.7317,M,3,0,N/A,STIPostImmigrating,0,11,7,0,1,INFORMAL,PAUSED,66,3,0
407,44,37.8317,M,1,3,local,STIPreEmigrating,0,7,69,0,1,INFORMAL,PAUSED,35,0,0
407,44,37.8317,M,3,0,N/A,STIPostImmigrating,0,7,69,0,1,INFORMAL,PAUSED,35,3,0
409,30,20.0227,M,3,2,local,STIPreEmigrating,0,4,4,0,1,INFORMAL,PAUSED,23,0,0
409,30,20.0227,M,2,0,N/A,STIPostImmigrating,0,4,4,0,1,INFORMAL,NORMAL,23,2,2
423,35,35.7279,F,4,3,local,STIPreEmigrating,0,7,69,0,1,INFORMAL,PAUSED,44,0,0
423,35,35.7279,F,3,0,N/A,STIPostImmigrating,0,7,69,0,1,INFORMAL,NORMAL,44,3,3
424,32,46.2569,M,3,2,local,STIPreEmigrating,0,14,3,0,0,INFORMAL,PAUSED,48,3,0
424,16,32.5978,M,3,1,local,STIPreEmigrating,0,12,14,0,0,INFORMAL,PAUSED,55,3,0
424,16,32.5978,M,1,0,N/A,STIPostImmigrating,0,12,14,0,1,INFORMAL,PAUSED,55,1,0
424,32,46.2569,M,2,0,N/A,STIPostImmigrating,0,14,3,0,1,INFORMAL,PAUSED,48,2,0
425,28,28.6695,M,1,2,local,STIPreEmigrating,0,1,33,0,1,INFORMAL,PAUSED,21,0,0
425,28,28.6695,M,2,0,N/A,STIPostImmigrating,0,1,33,0,1,INFORMAL,NORMAL,21,2,2
437,45,26.3501,F,1,3,local,STIPreEmigrating,0,5,59,0,1,INFORMAL,PAUSED,38,0,0
437,45,26.3501,F,3,0,N/A,STIPostImmigrating,0,5,59,0,1,INFORMAL,NORMAL,38,3,3
442,66,16.3564,F,4,1,local,STIPreEmigrating,0,11,7,0,1,INFORMAL,PAUSED,4,0,0
442,4,17.844,M,3,1,local,STIPreEmigrating,0,11,7,0,1,INFORMAL,PAUSED,66,0,0
442,4,17.844,M,1,0,N/A,STIPostImmigrating,0,11,7,0,1,INFORMAL,PAUSED,66,1,0
442,66,16.3564,F,1,0,N/A,STIPostImmigrating,0,11,7,0,1,INFORMAL,NORMAL,4,1,1
443,38,35.571,M,3,2,local,STIPreEmigrating,0,5,60,0,1,INFORMAL,PAUSED,45,3,0
443,66,16.3592,F,1,4,local,STIPreEmigrating,0,11,7,0,1,INFORMAL,PAUSED,4,0,1
443,66,16.3592,F,4,0,N/A,STIPostImmigrating,0,11,7,0,1,INFORMAL,PAUSED,4,0,4
443,38,35.571,M,2,0,N/A,STIPostImmigrating,0,5,60,0,1,INFORMAL,PAUSED,45,2,0
450,1,45.7661,M,2,1,local,STIPreEmigrating,0,6,46,0,1,INFORMAL,PAUSED,46,0,0
450,46,35.015,F,1,3,local,STIPreEmigrating,0,6,46,0,1,INFORMAL,PAUSED,1,0,0
450,46,35.015,F,3,0,N/A,STIPostImmigrating,0,6,46,0,1,INFORMAL,PAUSED,1,0,3
450,1,45.7661,M,1,0,N/A,STIPostImmigrating,0,6,46,0,1,INFORMAL,PAUSED,46,1,0
451,66,16.3811,F,4,3,local,STIPreEmigrating,0,11,7,0,1,INFORMAL,PAUSED,4,0,0
451,28,28.7408,M,2,3,local,STIPreEmigrating,0,1,51,0,1,INFORMAL,PAUSED,21,2,0
451,28,28.7408,M,3,0,N/A,STIPostImmigrating,0,1,51,0,1,INFORMAL,PAUSED,21,3,0
451,66,16.3811,F,3,0,N/A,STIPostImmigrating,0,11,7,0,1,INFORMAL,PAUSED,4,0,3
454,66,16.3893,F,3,4,local,STIPreEmigrating,0,11,7,0,1,INFORMAL,PAUSED,4,0,0
454,16,32.68,M,1,2,local,STIPreEmigrating,0,12,14,0,1,INFORMAL,PAUSED,55,0,0
454,16,32.68,M,2,0,N/A,STIPostImmigrating,0,12,14,0,1,INFORMAL,PAUSED,55,2,0
454,66,16.3893,F,4,0,N/A,STIPostImmigrating,0,11,7,0,1,INFORMAL,PAUSED,4,0,4
457,1,45.7853,M,1,4,local,STIPreEmigrating,0,6,46,0,1,INFORMAL,PAUSED,46,0,0
457,1,45.7853,M,4,0,N/A,STIPostImmigrating,0,6,46,0,1,INFORMAL,PAUSED,46,4,0
