T1,T2,T3,T4,T5,T6,T7,T8,T9,T10
11.2257669670397,228.130831423028,5,281.586835845864,0.292328309119196,1,0.0853093268368245,5910.47029431311,campaign_baseline.json,Baseline
16.3814465471731,220,5,290.995304533892,0.201452474881997,0.986312997330229,0.0977479278621562,6237.24108444536,campaign_baseline.json,Baseline
9.28586995365846,232.410238035459,8.07946778271034,280,0.229358890598579,0.968074285493339,0.105138947726019,4671.47449318104,campaign_baseline.json,Baseline
7.68346664064516,240.800243116064,13.2556972901829,284.966137948922,0.315772981213441,0.984235193581807,0.0560212786917323,6590.79811520493,campaign_baseline.json,Baseline
15.6947947659119,220,10.2182475612549,281.116559634375,0.39,0.997556997940419,0.0826770545581749,5882.36890366001,campaign_baseline.json,Baseline
6,232.058871453473,5,280,0.39,0.976043317174506,0.0697505228362824,6156.49012603805,campaign_baseline.json,Baseline
9.20376612662263,220,5,285.446618062852,0.386654909391554,0.995464597462925,0.0456865066385852,6379.04040522765,campaign_baseline.json,Baseline
7.88699738980826,230.591195397892,8.63231627073255,281.961800566337,0.370200757529033,0.94539285245639,0.0314118332111906,6340.74110040403,campaign_baseline.json,Baseline
10.2608535285094,229.425294765795,7.02221420710657,280,0.35397516486731,1,0.104976628468618,4159.52451820186,campaign_baseline.json,Baseline
16.5263633182721,224.208994045543,5.74802211767201,280,0.39,0.969259595814337,0.122225516472453,5102.62294552354,campaign_baseline.json,Baseline
18.0220433828872,233.66092840289,11.5979255586789,280,0.251212415611435,1,0.0332618840921594,6120.3549566555,campaign_baseline.json,Baseline
14.0480923403381,226.235969355989,6.91874266631793,280,0.264908784389404,0.947480775338515,0.0304676434093702,6357.94686030038,campaign_baseline.json,Baseline
6,229.836118774866,11.9577511983377,280,0.381217050452586,0.989450990382092,0.0833485951341381,6065.89680009978,campaign_baseline.json,Baseline
8.6269699413678,227.033793053384,9.42344899719493,292.537560205904,0.260786323487458,1,0.0536959658937036,4999.12916134904,campaign_baseline.json,Baseline
9.95605012491862,220.155721902748,5,280.369889285652,0.368762133924792,1,0.172551114623568,6002.09418076039,campaign_baseline.json,Baseline
