Time, IndividualID, AgeYears, Gender, From_NodeID, To_NodeID, MigrationType, Event,IsInfected, Rel_ID, NumCoitalActs, IsDiscordant, HasMigrated, RelationshipType, RelationshipState, PartnerID, Male_NodeID, Female_NodeID
17,1,44.5798,M,1,2,local,STIPreEmigrating,0,3,0,0,1,MARITAL,MIGRATING,7,1,1
17,7,29.6338,F,1,2,local,STIPreEmigrating,0,3,0,0,1,MARITAL,MIGRATING,1,0,1
17,7,29.6338,F,2,0,N/A,STIPostImmigrating,0,3,0,0,1,MARITAL,MIGRATING,1,0,2
17,1,44.5798,M,2,0,N/A,STIPostImmigrating,0,3,0,0,1,MARITAL,NORMAL,7,2,2
32,27,40.7354,F,2,1,local,STIPreEmigrating,0,1,13,0,1,MARITAL,MIGRATING,32,2,2
32,32,45.183,M,2,1,local,STIPreEmigrating,0,1,13,0,1,MARITAL,MIGRATING,27,2,0
32,32,45.183,M,1,0,N/A,STIPostImmigrating,0,1,13,0,1,MARITAL,MIGRATING,27,1,0
32,27,40.7354,F,1,0,N/A,STIPostImmigrating,0,1,13,0,1,MARITAL,NORMAL,32,1,1
70,8,25.2001,M,1,2,local,STIPreEmigrating,0,4,2,0,1,MARITAL,MIGRATING,13,1,1
70,13,20.9198,F,1,2,local,STIPreEmigrating,0,4,2,0,1,MARITAL,MIGRATING,8,0,1
70,13,20.9198,F,2,0,N/A,STIPostImmigrating,0,4,2,0,1,MARITAL,MIGRATING,8,0,2
70,8,25.2001,M,2,0,N/A,STIPostImmigrating,0,4,2,0,1,MARITAL,NORMAL,13,2,2
93,13,20.9828,F,2,1,local,STIPreEmigrating,0,4,9,0,1,MARITAL,MIGRATING,8,2,2
93,8,25.2631,M,2,1,local,STIPreEmigrating,0,4,9,0,1,MARITAL,MIGRATING,13,2,0
93,8,25.2631,M,1,0,N/A,STIPostImmigrating,0,4,9,0,1,MARITAL,MIGRATING,13,1,0
93,13,20.9828,F,1,0,N/A,STIPostImmigrating,0,4,9,0,1,MARITAL,NORMAL,8,1,1
97,13,20.9937,F,1,2,local,STIPreEmigrating,0,4,9,0,1,MARITAL,MIGRATING,8,1,1
97,8,25.2741,M,1,2,local,STIPreEmigrating,0,4,9,0,1,MARITAL,MIGRATING,13,1,0
97,8,25.2741,M,2,0,N/A,STIPostImmigrating,0,4,9,0,1,MARITAL,MIGRATING,13,2,0
97,13,20.9937,F,2,0,N/A,STIPostImmigrating,0,4,9,0,1,MARITAL,NORMAL,8,2,2
107,13,21.0211,F,2,1,local,STIPreEmigrating,0,4,13,0,1,MARITAL,MIGRATING,8,2,2
107,8,25.3015,M,2,1,local,STIPreEmigrating,0,4,13,0,1,MARITAL,MIGRATING,13,2,0
107,8,25.3015,M,1,0,N/A,STIPostImmigrating,0,4,13,0,1,MARITAL,MIGRATING,13,1,0
107,13,21.0211,F,1,0,N/A,STIPostImmigrating,0,4,13,0,1,MARITAL,NORMAL,8,1,1
110,32,45.3967,M,1,2,local,STIPreEmigrating,0,1,40,0,1,MARITAL,MIGRATING,27,1,1
110,27,40.9491,F,1,2,local,STIPreEmigrating,0,1,40,0,1,MARITAL,MIGRATING,32,0,1
110,27,40.9491,F,2,0,N/A,STIPostImmigrating,0,1,40,0,1,MARITAL,MIGRATING,32,0,2
110,32,45.3967,M,2,0,N/A,STIPostImmigrating,0,1,40,0,1,MARITAL,NORMAL,27,2,2
125,34,53.5826,M,2,1,local,STIPreEmigrating,0,5,0,0,1,MARITAL,MIGRATING,14,2,2
125,14,45.5334,F,2,1,local,STIPreEmigrating,0,5,0,0,1,MARITAL,MIGRATING,34,0,2
125,14,45.5334,F,1,0,N/A,STIPostImmigrating,0,5,0,0,1,MARITAL,MIGRATING,34,0,1
125,34,53.5826,M,1,0,N/A,STIPostImmigrating,0,5,0,0,1,MARITAL,NORMAL,14,1,1
160,14,45.6293,F,1,2,local,STIPreEmigrating,0,5,13,0,1,MARITAL,MIGRATING,34,1,1
160,34,53.6785,M,1,2,local,STIPreEmigrating,0,5,13,0,1,MARITAL,MIGRATING,14,1,0
160,34,53.6785,M,2,0,N/A,STIPostImmigrating,0,5,13,0,1,MARITAL,MIGRATING,14,2,0
160,14,45.6293,F,2,0,N/A,STIPostImmigrating,0,5,13,0,1,MARITAL,NORMAL,34,2,2
164,1,44.9826,M,2,1,local,STIPreEmigrating,0,3,48,0,1,MARITAL,MIGRATING,7,2,2
164,7,30.0365,F,2,1,local,STIPreEmigrating,0,3,48,0,1,MARITAL,MIGRATING,1,0,2
164,7,30.0365,F,1,0,N/A,STIPostImmigrating,0,3,48,0,1,MARITAL,MIGRATING,1,0,1
164,1,44.9826,M,1,0,N/A,STIPostImmigrating,0,3,48,0,1,MARITAL,NORMAL,7,1,1
200,32,45.6432,M,2,1,local,STIPreEmigrating,0,1,75,0,1,MARITAL,MIGRATING,27,2,2
200,27,41.1957,F,2,1,local,STIPreEmigrating,0,1,75,0,1,MARITAL,MIGRATING,32,0,2
200,27,41.1957,F,1,0,N/A,STIPostImmigrating,0,1,75,0,1,MARITAL,MIGRATING,32,0,1
200,32,45.6432,M,1,0,N/A,STIPostImmigrating,0,1,75,0,1,MARITAL,NORMAL,27,1,1
223,32,45.7063,M,1,2,local,STIPreEmigrating,0,1,88,0,1,MARITAL,MIGRATING,27,1,1
223,27,41.2587,F,1,2,local,STIPreEmigrating,0,1,88,0,1,MARITAL,MIGRATING,32,0,1
223,27,41.2587,F,2,0,N/A,STIPostImmigrating,0,1,88,0,1,MARITAL,MIGRATING,32,0,2
223,32,45.7063,M,2,0,N/A,STIPostImmigrating,0,1,88,0,1,MARITAL,NORMAL,27,2,2
237,27,41.297,F,2,1,local,STIPreEmigrating,0,1,92,0,1,MARITAL,MIGRATING,32,2,2
237,32,45.7446,M,2,1,local,STIPreEmigrating,0,1,92,0,1,MARITAL,MIGRATING,27,2,0
237,32,45.7446,M,1,0,N/A,STIPostImmigrating,0,1,92,0,1,MARITAL,MIGRATING,27,1,0
237,27,41.297,F,1,0,N/A,STIPostImmigrating,0,1,92,0,1,MARITAL,NORMAL,32,1,1
253,32,45.7885,M,1,2,local,STIPreEmigrating,0,1,93,0,1,MARITAL,MIGRATING,27,1,1
253,27,41.3409,F,1,2,local,STIPreEmigrating,0,1,93,0,1,MARITAL,MIGRATING,32,0,1
253,27,41.3409,F,2,0,N/A,STIPostImmigrating,0,1,93,0,1,MARITAL,MIGRATING,32,0,2
253,32,45.7885,M,2,0,N/A,STIPostImmigrating,0,1,93,0,1,MARITAL,NORMAL,27,2,2
256,3,30.9828,F,2,1,local,STIPreEmigrating,0,6,28,0,1,MARITAL,MIGRATING,11,2,2
256,11,41.3255,M,2,1,local,STIPreEmigrating,0,6,28,0,1,MARITAL,MIGRATING,3,2,0
256,11,41.3255,M,1,0,N/A,STIPostImmigrating,0,6,28,0,1,MARITAL,MIGRATING,3,1,0
256,3,30.9828,F,1,0,N/A,STIPostImmigrating,0,6,28,0,1,MARITAL,NORMAL,11,1,1
302,1,45.3607,M,1,2,local,STIPreEmigrating,0,3,94,0,1,MARITAL,MIGRATING,7,1,1
302,7,30.4146,F,1,2,local,STIPreEmigrating,0,3,94,0,1,MARITAL,MIGRATING,1,0,1
302,7,30.4146,F,2,0,N/A,STIPostImmigrating,0,3,94,0,1,MARITAL,MIGRATING,1,0,2
302,1,45.3607,M,2,0,N/A,STIPostImmigrating,0,3,94,0,1,MARITAL,NORMAL,7,2,2
323,7,30.4722,F,2,1,local,STIPreEmigrating,0,3,99,0,1,MARITAL,MIGRATING,1,2,2
323,1,45.4182,M,2,1,local,STIPreEmigrating,0,3,99,0,1,MARITAL,MIGRATING,7,2,0
323,1,45.4182,M,1,0,N/A,STIPostImmigrating,0,3,99,0,1,MARITAL,MIGRATING,7,1,0
323,7,30.4722,F,1,0,N/A,STIPostImmigrating,0,3,99,0,1,MARITAL,NORMAL,1,1,1
330,3,31.1856,F,1,2,local,STIPreEmigrating,0,6,57,0,1,MARITAL,MIGRATING,11,1,1
330,11,41.5282,M,1,2,local,STIPreEmigrating,0,6,57,0,1,MARITAL,MIGRATING,3,1,0
330,11,41.5282,M,2,0,N/A,STIPostImmigrating,0,6,57,0,1,MARITAL,MIGRATING,3,2,0
330,3,31.1856,F,2,0,N/A,STIPostImmigrating,0,6,57,0,1,MARITAL,NORMAL,11,2,2
349,21,25.0905,F,2,1,local,STIPreEmigrating,0,2,106,0,1,MARITAL,MIGRATING,28,2,2
349,28,28.4613,M,2,1,local,STIPreEmigrating,0,2,106,0,1,MARITAL,MIGRATING,21,2,0
349,28,28.4613,M,1,0,N/A,STIPostImmigrating,0,2,106,0,1,MARITAL,MIGRATING,21,1,0
349,21,25.0905,F,1,0,N/A,STIPostImmigrating,0,2,106,0,1,MARITAL,NORMAL,28,1,1
353,21,25.1015,F,1,2,local,STIPreEmigrating,0,2,106,0,1,MARITAL,MIGRATING,28,1,1
353,28,28.4723,M,1,2,local,STIPreEmigrating,0,2,106,0,1,MARITAL,MIGRATING,21,1,0
353,28,28.4723,M,2,0,N/A,STIPostImmigrating,0,2,106,0,1,MARITAL,MIGRATING,21,2,0
353,21,25.1015,F,2,0,N/A,STIPostImmigrating,0,2,106,0,1,MARITAL,NORMAL,28,2,2
356,14,46.1663,F,2,1,local,STIPreEmigrating,0,5,73,0,1,MARITAL,MIGRATING,34,2,2
356,34,54.2155,M,2,1,local,STIPreEmigrating,0,5,73,0,1,MARITAL,MIGRATING,14,2,0
356,34,54.2155,M,1,0,N/A,STIPostImmigrating,0,5,73,0,1,MARITAL,MIGRATING,14,1,0
356,14,46.1663,F,1,0,N/A,STIPostImmigrating,0,5,73,0,1,MARITAL,NORMAL,34,1,1
389,14,46.2567,F,1,2,local,STIPreEmigrating,0,5,83,0,1,MARITAL,MIGRATING,34,1,1
389,34,54.3059,M,1,2,local,STIPreEmigrating,0,5,83,0,1,MARITAL,MIGRATING,14,1,0
389,34,54.3059,M,2,0,N/A,STIPostImmigrating,0,5,83,0,1,MARITAL,MIGRATING,14,2,0
389,14,46.2567,F,2,0,N/A,STIPostImmigrating,0,5,83,0,1,MARITAL,NORMAL,34,2,2
