
time,Node_ID,Before/After,RelationshipType,# of Males,# of Females,Male_Bin_Index_1,Male_Bin_Index_2,Male_Bin_Index_3,Male_Bin_Index_4,Male_Bin_Index_5,Male_Bin_Index_6,Male_Bin_Index_7,Male_Bin_Index_8,Male_Bin_Index_9,Male_Bin_Index_10,Male_Bin_Index_11,Male_Bin_Index_12,Male_Bin_Index_13,Male_Bin_Index_14,Male_Bin_Index_15,Male_Bin_Index_16,Male_Bin_Index_17,Male_Bin_Index_18,Male_Bin_Index_19,Male_Bin_Index_20,Female_Bin_Index_1,Female_Bin_Index_2,Female_Bin_Index_3,Female_Bin_Index_4,Female_Bin_Index_5,Female_Bin_Index_6,Female_Bin_Index_7,Female_Bin_Index_8,Female_Bin_Index_9,Female_Bin_Index_10,Female_Bin_Index_11,Female_Bin_Index_12,Female_Bin_Index_13,Female_Bin_Index_14,Female_Bin_Index_15,Female_Bin_Index_16,Female_Bin_Index_17,Female_Bin_Index_18,Female_Bin_Index_19,Female_Bin_Index_20
21,1,AFTER,INFORMAL,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,2,0,1,1,2,2,0,1,1,1,0,0,0,0,1
21,1,BEFORE,MARITAL,11,3,0,0,1,1,0,0,0,2,0,2,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
21,1,AFTER,MARITAL,11,3,0,0,1,1,0,0,0,2,0,2,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
22,1,BEFORE,TRANSITORY,12,12,1,2,2,1,0,1,0,0,0,2,0,0,0,0,0,0,1,0,1,1,2,1,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0
22,1,AFTER,TRANSITORY,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
22,1,BEFORE,INFORMAL,4,24,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3,1,3,1,2,1,3,1,2,2,0,1,1,1,0,0,0,0,1
22,1,AFTER,INFORMAL,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,0,2,1,3,1,1,2,0,1,0,1,0,0,0,0,1
22,1,BEFORE,MARITAL,11,3,0,0,1,1,0,0,0,2,0,2,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
22,1,AFTER,MARITAL,11,3,0,0,1,1,0,0,0,2,0,2,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
23,1,BEFORE,TRANSITORY,15,9,3,2,0,1,0,0,0,2,0,0,1,0,1,0,2,0,1,0,1,1,2,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
23,1,AFTER,TRANSITORY,7,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23,1,BEFORE,INFORMAL,6,24,0,0,3,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2,3,1,3,1,2,2,3,1,1,2,0,1,0,1,0,0,0,0,1
23,1,AFTER,INFORMAL,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,0,1,2,2,1,1,1,0,1,0,1,0,0,0,0,1
23,1,BEFORE,MARITAL,11,5,0,0,1,1,0,0,0,2,0,2,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0
23,1,AFTER,MARITAL,8,2,0,0,1,1,0,0,0,1,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24,1,BEFORE,TRANSITORY,12,7,0,1,0,0,0,2,0,1,0,0,0,0,1,0,2,1,2,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
24,1,AFTER,TRANSITORY,8,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
24,1,BEFORE,INFORMAL,6,20,1,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,2,0,1,2,2,1,1,1,0,1,0,1,0,0,0,0,1
24,1,AFTER,INFORMAL,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,2,2,1,1,1,0,1,0,1,0,0,0,0,1
24,1,BEFORE,MARITAL,8,3,0,0,1,1,0,0,0,1,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
24,1,AFTER,MARITAL,6,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25,1,BEFORE,TRANSITORY,13,14,0,0,1,1,1,0,2,0,0,0,0,0,1,0,2,1,2,0,1,1,3,0,3,3,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0
25,1,AFTER,TRANSITORY,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,1,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
25,1,BEFORE,INFORMAL,10,22,1,0,3,0,1,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,4,0,0,3,2,5,1,1,0,1,0,2,0,0,0,0,1
25,1,AFTER,INFORMAL,2,14,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,4,1,1,0,1,0,1,0,0,0,0,1
25,1,BEFORE,MARITAL,8,2,0,0,1,1,0,0,0,1,0,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
25,1,AFTER,MARITAL,7,1,0,0,1,1,0,0,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26,1,BEFORE,TRANSITORY,12,10,0,0,2,1,0,1,1,0,0,0,0,0,0,0,1,2,2,0,1,1,3,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
26,1,AFTER,TRANSITORY,7,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
26,1,BEFORE,INFORMAL,5,24,0,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,2,1,5,1,2,0,1,2,1,0,1,0,0,1
26,1,AFTER,INFORMAL,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,4,1,2,0,1,2,1,0,1,0,0,1
26,1,BEFORE,MARITAL,7,2,0,0,1,1,0,0,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
26,1,AFTER,MARITAL,7,2,0,0,1,1,0,0,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
27,1,BEFORE,TRANSITORY,13,15,0,1,3,0,0,2,0,0,0,0,0,1,0,0,1,2,2,0,1,0,3,2,1,4,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
27,1,AFTER,TRANSITORY,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
27,1,BEFORE,INFORMAL,6,24,0,0,0,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,3,0,3,1,2,2,0,4,1,2,0,1,2,1,0,1,0,0,1
27,1,AFTER,INFORMAL,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,1,0,3,1,2,0,0,2,1,0,1,0,0,1
27,1,BEFORE,MARITAL,8,2,0,0,1,1,0,0,0,1,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
27,1,AFTER,MARITAL,8,2,0,0,1,1,0,0,0,1,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
28,1,BEFORE,TRANSITORY,9,13,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,2,2,0,1,0,1,3,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
28,1,AFTER,TRANSITORY,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28,1,BEFORE,INFORMAL,4,26,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,4,1,1,1,3,2,1,3,1,2,0,0,2,1,1,1,0,0,1
28,1,AFTER,INFORMAL,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,3,1,1,2,1,2,0,0,2,1,1,1,0,0,1
28,1,BEFORE,MARITAL,8,2,0,0,1,1,0,0,0,1,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
28,1,AFTER,MARITAL,8,2,0,0,1,1,0,0,0,1,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
29,1,BEFORE,TRANSITORY,15,18,0,0,4,1,1,3,1,0,0,0,0,0,0,0,0,2,2,0,1,0,3,2,3,3,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1
29,1,AFTER,TRANSITORY,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1
29,1,BEFORE,INFORMAL,8,28,0,0,0,2,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,4,0,0,2,5,2,1,2,1,3,0,1,2,1,1,1,0,0,1
29,1,AFTER,INFORMAL,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,4,1,0,2,0,2,0,1,2,1,1,1,0,0,1
29,1,BEFORE,MARITAL,8,2,0,0,1,1,0,0,0,1,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
29,1,AFTER,MARITAL,8,2,0,0,1,1,0,0,0,1,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
30,1,BEFORE,TRANSITORY,9,13,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,2,1,1,2,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1
30,1,AFTER,TRANSITORY,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
30,1,BEFORE,INFORMAL,3,27,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,1,5,2,0,2,1,2,0,1,2,1,1,2,0,0,1
30,1,AFTER,INFORMAL,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,4,2,0,2,1,2,0,1,2,1,1,2,0,0,1
30,1,BEFORE,MARITAL,8,3,0,0,1,1,0,0,0,1,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
30,1,AFTER,MARITAL,7,2,0,0,1,1,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
31,1,BEFORE,TRANSITORY,11,15,0,1,1,0,2,3,0,0,0,0,1,0,0,0,0,1,1,0,0,1,3,3,2,0,2,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0
31,1,AFTER,TRANSITORY,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,1,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0
31,1,BEFORE,INFORMAL,10,37,0,0,2,1,0,3,1,1,0,0,0,0,0,1,0,0,0,0,0,1,3,4,2,2,4,5,3,0,3,1,2,0,1,2,1,1,2,0,0,1
31,1,AFTER,INFORMAL,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,5,3,0,3,0,2,0,0,2,1,1,2,0,0,0
31,1,BEFORE,MARITAL,9,3,0,0,1,1,0,0,0,0,0,2,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
31,1,AFTER,MARITAL,8,2,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
32,1,BEFORE,TRANSITORY,7,12,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,3,1,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0
32,1,AFTER,TRANSITORY,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,1,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0
32,1,BEFORE,INFORMAL,7,35,0,1,0,0,0,1,0,0,3,0,1,0,0,0,0,1,0,0,0,0,1,6,2,1,3,6,4,0,3,0,2,0,0,3,1,1,2,0,0,0
32,1,AFTER,INFORMAL,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,1,3,3,4,0,2,0,2,0,0,2,1,1,2,0,0,0
32,1,BEFORE,MARITAL,8,2,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
32,1,AFTER,MARITAL,8,2,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
33,1,BEFORE,TRANSITORY,10,15,0,2,0,0,2,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,3,2,1,2,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1
33,1,AFTER,TRANSITORY,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0
33,1,BEFORE,INFORMAL,12,38,1,1,0,2,3,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,5,2,3,4,4,6,0,3,0,2,1,0,3,1,1,2,0,0,0
33,1,AFTER,INFORMAL,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,4,5,0,2,0,2,0,0,3,1,1,2,0,0,0
33,1,BEFORE,MARITAL,10,2,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
33,1,AFTER,MARITAL,10,2,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
34,1,BEFORE,TRANSITORY,10,11,0,1,2,1,1,1,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,2,3,0,1,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0
34,1,AFTER,TRANSITORY,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
34,1,BEFORE,INFORMAL,6,32,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,3,4,5,1,3,0,2,0,0,3,1,1,2,0,0,0
34,1,AFTER,INFORMAL,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,1,5,1,3,0,2,0,0,3,1,1,2,0,0,0
34,1,BEFORE,MARITAL,10,2,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
34,1,AFTER,MARITAL,10,2,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
35,1,BEFORE,TRANSITORY,8,6,1,0,0,1,1,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
35,1,AFTER,TRANSITORY,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
35,1,BEFORE,INFORMAL,8,35,0,0,0,0,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,1,4,2,6,1,3,0,2,2,0,3,1,1,2,0,0,0
35,1,AFTER,INFORMAL,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,6,1,3,0,2,2,0,3,1,1,2,0,0,0
35,1,BEFORE,MARITAL,11,2,0,0,1,1,0,0,0,0,0,1,2,1,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
35,1,AFTER,MARITAL,11,2,0,0,1,1,0,0,0,0,0,1,2,1,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
36,1,BEFORE,TRANSITORY,10,5,0,1,2,0,2,1,0,0,1,0,0,0,1,0,0,2,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
36,1,AFTER,TRANSITORY,6,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
36,1,BEFORE,INFORMAL,8,31,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0,4,1,2,2,1,6,1,3,0,2,2,0,3,1,1,2,0,0,0
36,1,AFTER,INFORMAL,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,6,1,2,0,1,2,0,2,0,1,2,0,0,0
36,1,BEFORE,MARITAL,12,2,0,0,1,1,0,0,0,0,0,2,2,1,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
36,1,AFTER,MARITAL,12,2,0,0,1,1,0,0,0,0,0,2,2,1,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
37,1,BEFORE,TRANSITORY,13,9,2,1,1,0,1,1,1,0,1,0,0,0,1,1,1,2,0,0,0,0,2,2,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37,1,AFTER,TRANSITORY,6,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
37,1,BEFORE,INFORMAL,4,30,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,3,2,0,7,1,3,0,1,2,0,2,0,1,2,0,0,0
37,1,AFTER,INFORMAL,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,1,0,7,1,3,0,1,2,0,2,0,1,2,0,0,0
37,1,BEFORE,MARITAL,14,3,0,0,1,1,0,0,0,0,0,2,2,1,1,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0
37,1,AFTER,MARITAL,12,1,0,0,1,1,0,0,0,0,0,2,1,0,1,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
38,1,BEFORE,TRANSITORY,16,8,1,1,2,4,1,0,1,1,1,0,0,0,0,1,1,2,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
38,1,AFTER,TRANSITORY,9,1,0,1,1,3,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,1,BEFORE,INFORMAL,5,33,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,6,1,1,8,1,3,0,1,2,0,2,0,1,2,0,0,0
38,1,AFTER,INFORMAL,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,8,1,3,0,1,2,0,2,0,1,2,0,0,0
38,1,BEFORE,MARITAL,12,2,0,0,1,1,0,0,0,0,0,2,1,0,1,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
38,1,AFTER,MARITAL,11,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
39,1,BEFORE,TRANSITORY,17,15,1,1,1,4,1,0,3,0,0,0,3,0,1,0,1,1,0,0,0,0,3,2,3,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
39,1,AFTER,TRANSITORY,4,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,1,BEFORE,INFORMAL,11,37,1,0,2,1,1,1,1,0,0,2,0,0,0,0,0,0,0,1,0,1,1,2,3,7,0,1,10,1,4,0,1,2,0,2,0,1,2,0,0,0
39,1,AFTER,INFORMAL,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,8,1,4,0,1,2,0,1,0,0,2,0,0,0
39,1,BEFORE,MARITAL,11,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
39,1,AFTER,MARITAL,11,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
40,1,BEFORE,TRANSITORY,6,8,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40,1,AFTER,TRANSITORY,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,1,BEFORE,INFORMAL,6,32,1,0,0,0,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,2,5,1,0,8,3,4,0,3,2,0,1,0,0,2,0,0,0
40,1,AFTER,INFORMAL,1,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,8,3,4,0,3,2,0,1,0,0,2,0,0,0
40,1,BEFORE,MARITAL,11,2,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
40,1,AFTER,MARITAL,11,2,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
41,1,BEFORE,TRANSITORY,8,8,0,0,1,0,0,0,0,0,0,2,1,0,0,1,1,1,0,0,1,0,1,0,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
41,1,AFTER,TRANSITORY,6,6,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,1,BEFORE,INFORMAL,7,32,2,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,3,2,0,8,3,5,0,3,2,0,1,0,0,2,0,0,0
41,1,AFTER,INFORMAL,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,2,5,0,3,2,0,1,0,0,2,0,0,0
41,1,BEFORE,MARITAL,11,2,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
41,1,AFTER,MARITAL,11,2,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
42,1,BEFORE,TRANSITORY,15,11,0,0,1,1,1,2,1,1,1,1,2,0,0,1,1,1,0,0,1,0,1,0,5,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
42,1,AFTER,TRANSITORY,6,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,1,BEFORE,INFORMAL,4,31,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,4,1,0,7,2,5,1,3,2,0,1,0,0,2,0,0,0
42,1,AFTER,INFORMAL,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,7,1,5,1,3,2,0,1,0,0,2,0,0,0
42,1,BEFORE,MARITAL,12,3,0,0,1,1,0,0,0,0,0,1,2,0,1,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
42,1,AFTER,MARITAL,10,1,0,0,1,1,0,0,0,0,0,1,2,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
43,1,BEFORE,TRANSITORY,11,9,0,0,1,1,0,0,1,2,0,1,1,0,0,1,1,1,0,0,1,0,2,0,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
43,1,AFTER,TRANSITORY,6,4,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,1,BEFORE,INFORMAL,6,31,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,3,1,0,8,1,5,1,3,3,0,1,0,0,2,0,0,0
43,1,AFTER,INFORMAL,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,1,5,1,3,3,0,1,0,0,1,0,0,0
43,1,BEFORE,MARITAL,10,1,0,0,1,1,0,0,0,0,0,1,2,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
