Rel_ID,Rel_start_time,Rel_scheduled_end_time,Rel_type (0 = transitory 1 = informal 2 = marital),Original_node_ID,Current_node_ID,A_ID,A_is_infected,A_gender,A_age,A_total_num_active_rels,A_num_active_transitory_rels,A_num_active_informal_rels,A_num_active_marital_rels,A_num_lifetime_rels,A_num_rels_last_6_mo,A_extra_relational_bitmask,A_is_circumcised,A_has_STI_coinfection,A_is_superspreader,B_ID,B_is_infected,B_gender,B_age,B_total_num_active_rels,B_num_active_transitory_rels,B_num_active_informal_rels,B_num_active_marital_rels,B_num_lifetime_rels,B_num_rels_last_6_mo,B_extra_relational_bitmask,B_is_circumcised,B_has_STI_coinfection,B_is_superspreader,A_IndividualProperties,B_IndividualProperties
1,0,7301.06,0,1,1,1,0,0,18.0839,1,1,0,0,1,1,1,0,0,0,8,0,1,23.5762,1,1,0,0,1,1,1,0,0,0,None,None
2,0,11066.4,0,1,1,4,0,0,36.0261,1,1,0,0,1,1,1,0,0,0,65,0,1,31.4916,1,1,0,0,1,1,1,0,0,0,None,None
3,0,7068.37,0,1,1,5,0,0,31.3722,1,1,0,0,1,1,1,0,0,0,164,0,1,25.8041,1,1,0,0,1,1,1,0,0,0,None,None
4,0,6655.09,0,1,1,19,0,0,29.4499,1,1,0,0,1,1,1,0,0,0,178,0,1,25.5256,1,1,0,0,1,1,1,0,0,0,None,None
5,0,4401.71,0,1,1,22,0,0,22.6632,1,1,0,0,1,1,1,0,0,0,179,0,1,26.0077,1,1,0,0,1,1,1,0,0,0,None,None
6,0,4717.96,0,1,1,23,0,0,29.5761,1,1,0,0,1,1,1,0,0,0,263,0,1,23.8417,1,1,0,0,1,1,1,0,0,0,None,None
7,0,7399.41,0,1,1,30,0,0,29.9637,1,1,0,0,1,1,1,0,0,0,13,0,1,21.2959,1,1,0,0,1,1,1,0,0,0,None,None
8,0,5834.73,0,1,1,74,0,0,42.9486,1,1,0,0,1,1,1,0,0,0,120,0,1,28.24,1,1,0,0,1,1,1,0,0,0,None,None
9,0,5576.92,0,1,1,83,0,0,20.5742,1,1,0,0,1,1,1,0,0,0,118,0,1,17.3779,1,1,0,0,1,1,1,0,0,0,None,None
10,0,4546.42,0,1,1,92,0,0,26.5851,1,1,0,0,1,1,1,0,0,0,209,0,1,25.0841,1,1,0,0,1,1,1,0,0,0,None,None
11,0,5449.34,0,1,1,102,0,0,30.7603,1,1,0,0,1,1,1,0,0,0,132,0,1,28.2827,1,1,0,0,1,1,1,0,0,0,None,None
12,0,9014.52,0,1,1,104,0,0,27.0218,1,1,0,0,1,1,1,0,0,0,36,0,1,21.8372,1,1,0,0,1,1,1,0,0,0,None,None
13,0,3354.15,0,1,1,122,0,0,18.5719,1,1,0,0,1,1,1,0,0,0,135,0,1,16.0875,1,1,0,0,1,1,1,0,0,0,None,None
14,0,3948.56,0,1,1,123,0,0,36.2062,1,1,0,0,1,1,1,0,0,0,314,0,1,23.5594,1,1,0,0,1,1,1,0,0,0,None,None
15,0,6160.29,0,1,1,134,0,0,24.1439,1,1,0,0,1,1,1,0,0,0,251,0,1,25.7799,1,1,0,0,1,1,1,0,0,0,None,None
16,0,4821.71,0,1,1,159,0,0,24.9234,1,1,0,0,1,1,1,0,0,0,44,0,1,21.5417,1,1,0,0,1,1,1,0,0,0,None,None
17,0,4140.88,0,1,1,169,0,0,25.8084,1,1,0,0,1,1,1,0,0,0,259,0,1,27.1523,1,1,0,0,1,1,1,0,0,0,None,None
18,0,5251.93,0,1,1,182,0,0,33.8667,1,1,0,0,1,1,1,0,0,0,177,0,1,16.1497,1,1,0,0,1,1,1,0,0,0,None,None
19,0,11152.4,0,1,1,183,0,0,40.9866,1,1,0,0,1,1,1,0,0,0,180,0,1,29.0768,1,1,0,0,1,1,1,0,0,0,None,None
20,0,8103.13,0,1,1,194,0,0,24.5065,1,1,0,0,1,1,1,0,0,0,28,0,1,18.0959,1,1,0,0,1,1,1,0,0,0,None,None
21,0,11431.8,0,1,1,202,0,0,45.7211,1,1,0,0,1,1,1,0,0,0,108,0,1,48.917,1,1,0,0,1,1,1,0,0,0,None,None
22,0,1124.89,0,1,1,212,0,0,41.6855,1,1,0,0,1,1,1,0,0,0,68,0,1,34.2971,1,1,0,0,1,1,1,0,0,0,None,None
23,0,21510.8,0,1,1,214,0,0,18.8173,1,1,0,0,1,1,1,0,0,0,181,0,1,14.5676,1,1,0,0,1,1,1,0,0,0,None,None
24,0,9808.53,0,1,1,222,0,0,28.6509,1,1,0,0,1,1,1,0,0,0,362,0,1,24.9883,1,1,0,0,1,1,1,0,0,0,None,None
25,0,22064.1,0,1,1,223,0,0,27.4625,1,1,0,0,1,1,1,0,0,0,366,0,1,22.5478,1,1,0,0,1,1,1,0,0,0,None,None
26,0,8978,0,1,1,225,0,0,59.2785,1,1,0,0,1,1,1,0,0,0,552,0,1,48.5878,1,1,0,0,1,1,1,0,0,0,None,None
27,0,7728.96,0,1,1,227,0,0,18.6466,1,1,0,0,1,1,1,0,0,0,158,0,1,18.7717,1,1,0,0,1,1,1,0,0,0,None,None
28,0,4476.06,0,1,1,229,0,0,35.1828,1,1,0,0,1,1,1,0,0,0,255,0,1,22.0818,1,1,0,0,1,1,1,0,0,0,None,None
29,0,14240.3,0,1,1,232,0,0,32.7528,1,1,0,0,1,1,1,0,0,0,377,0,1,33.0508,1,1,0,0,1,1,1,0,0,0,None,None
30,0,4808.68,0,1,1,238,0,0,34.6354,1,1,0,0,1,1,1,0,0,0,80,0,1,32.2617,1,1,0,0,1,1,1,0,0,0,None,None
31,0,6304.13,0,1,1,240,0,0,16.1406,1,1,0,0,1,1,1,0,0,0,228,0,1,19.099,1,1,0,0,1,1,1,0,0,0,None,None
32,0,10481,0,1,1,244,0,0,25.5902,1,1,0,0,1,1,1,0,0,0,186,0,1,29.5285,1,1,0,0,1,1,1,0,0,0,None,None
33,0,17359,0,1,1,260,0,0,38.13,1,1,0,0,1,1,1,0,0,0,450,0,1,33.5751,1,1,0,0,1,1,1,0,0,0,None,None
34,0,800.595,0,1,1,268,0,0,19.6105,1,1,0,0,1,1,1,0,0,0,284,0,1,18.0059,1,1,0,0,1,1,1,0,0,0,None,None
35,0,5636.93,0,1,1,277,0,0,22.2204,1,1,0,0,1,1,1,0,0,0,300,0,1,19.3393,1,1,0,0,1,1,1,0,0,0,None,None
36,0,11122,0,1,1,278,0,0,21.948,1,1,0,0,1,1,1,0,0,0,281,0,1,22.1161,1,1,0,0,1,1,1,0,0,0,None,None
37,0,2947.86,0,1,1,285,0,0,41.3637,1,1,0,0,1,1,1,0,0,0,318,0,1,28.7598,1,1,0,0,1,1,1,0,0,0,None,None
38,0,6964.88,0,1,1,297,0,0,18.1356,1,1,0,0,1,1,1,0,0,0,220,0,1,15.56,1,1,0,0,1,1,1,0,0,0,None,None
39,0,1201.38,0,1,1,299,0,0,21.8345,1,1,0,0,1,1,1,0,0,0,289,0,1,21.0315,1,1,0,0,1,1,1,0,0,0,None,None
40,0,2077.75,0,1,1,301,0,0,43.0521,1,1,0,0,1,1,1,0,0,0,401,0,1,27.015,1,1,0,0,1,1,1,0,0,0,None,None
41,0,10990.4,0,1,1,304,0,0,16.6395,1,1,0,0,1,1,1,0,0,0,312,0,1,15.6007,1,1,0,0,1,1,1,0,0,0,None,None
42,0,7022.81,0,1,1,326,0,0,28.4139,1,1,0,0,1,1,1,0,0,0,348,0,1,28.7197,1,1,0,0,1,1,1,0,0,0,None,None
43,0,7207.44,0,1,1,327,0,0,26.7275,1,1,0,0,1,1,1,0,0,0,306,0,1,18.0473,1,1,0,0,1,1,1,0,0,0,None,None
44,0,7730.56,0,1,1,330,0,0,21.1785,1,1,0,0,1,1,1,0,0,0,292,0,1,21.0812,1,1,0,0,1,1,1,0,0,0,None,None
45,0,11975.5,0,1,1,349,0,0,17.5952,1,1,0,0,1,1,1,0,0,0,384,0,1,17.4152,1,1,0,0,1,1,1,0,0,0,None,None
46,0,7330.51,0,1,1,350,0,0,36.7314,1,1,0,0,1,1,1,0,0,0,586,0,1,28.4252,1,1,0,0,1,1,1,0,0,0,None,None
47,0,6821.18,0,1,1,357,0,0,28.4804,1,1,0,0,1,1,1,0,0,0,368,0,1,22.5484,1,1,0,0,1,1,1,0,0,0,None,None
48,0,2834.52,0,1,1,361,0,0,25.3958,1,1,0,0,1,1,1,0,0,0,404,0,1,26.8193,1,1,0,0,1,1,1,0,0,0,None,None
49,0,6045.06,0,1,1,364,0,0,43.4155,1,1,0,0,1,1,1,0,0,0,428,0,1,22.4829,1,1,0,0,1,1,1,0,0,0,None,None
50,0,16863.4,0,1,1,367,0,0,17.6535,1,1,0,0,1,1,1,0,0,0,381,0,1,23.2876,1,1,0,0,1,1,1,0,0,0,None,None
51,0,5610.24,0,1,1,369,0,0,27.3668,1,1,0,0,1,1,1,0,0,0,390,0,1,17.2507,1,1,0,0,1,1,1,0,0,0,None,None
52,0,6928.59,0,1,1,375,0,0,20.7593,1,1,0,0,1,1,1,0,0,0,391,0,1,17.3918,1,1,0,0,1,1,1,0,0,0,None,None
53,0,6730.61,0,1,1,376,0,0,33.0962,1,1,0,0,1,1,1,0,0,0,431,0,1,25.5533,1,1,0,0,1,1,1,0,0,0,None,None
54,0,2275.77,0,1,1,386,0,0,42.4248,1,1,0,0,1,1,1,0,0,0,248,0,1,42.6344,1,1,0,0,1,1,1,0,0,0,None,None
55,0,5170.64,0,1,1,394,0,0,44.9168,1,1,0,0,1,1,1,0,0,0,20,0,1,38.0709,1,1,0,0,1,1,1,0,0,0,None,None
56,0,16280.3,0,1,1,399,0,0,27.1941,1,1,0,0,1,1,1,0,0,0,736,0,1,22.9009,1,1,0,0,1,1,1,0,0,0,None,None
57,0,1225.78,0,1,1,407,0,0,24.4875,1,1,0,0,1,1,1,0,0,0,429,0,1,15.7616,1,1,0,0,1,1,1,0,0,0,None,None
58,0,4070.48,0,1,1,410,0,0,23.2066,1,1,0,0,1,1,1,0,0,0,455,0,1,16.5791,1,1,0,0,1,1,1,0,0,0,None,None
59,0,5263.63,0,1,1,412,0,0,43.833,1,1,0,0,1,1,1,0,0,0,457,0,1,26.8428,1,1,0,0,1,1,1,0,0,0,None,None
60,0,12070,0,1,1,413,0,0,33.8857,1,1,0,0,1,1,1,0,0,0,606,0,1,29.4019,1,1,0,0,1,1,1,0,0,0,None,None
61,0,22508.1,0,1,1,415,0,0,24.8673,1,1,0,0,1,1,1,0,0,0,481,0,1,16.8122,1,1,0,0,1,1,1,0,0,0,None,None
62,0,10454.8,0,1,1,419,0,0,18.4892,1,1,0,0,1,1,1,0,0,0,458,0,1,21.6146,1,1,0,0,1,1,1,0,0,0,None,None
63,0,6387.1,0,1,1,447,0,0,35.4362,1,1,0,0,1,1,1,0,0,0,95,0,1,37.4636,1,1,0,0,1,1,1,0,0,0,None,None
64,0,6754.06,0,1,1,460,0,0,29.5702,1,1,0,0,1,1,1,0,0,0,470,0,1,25.5281,1,1,0,0,1,1,1,0,0,0,None,None
65,0,2297.49,0,1,1,472,0,0,23.9453,1,1,0,0,1,1,1,0,0,0,482,0,1,22.3547,1,1,0,0,1,1,1,0,0,0,None,None
66,0,6493.6,0,1,1,487,0,0,15.2155,1,1,0,0,1,1,1,0,0,0,556,0,1,20.9875,1,1,0,0,1,1,1,0,0,0,None,None
67,0,1112.89,0,1,1,502,0,0,31.6191,1,1,0,0,1,1,1,0,0,0,545,0,1,34.6625,1,1,0,0,1,1,1,0,0,0,None,None
68,0,2277.71,0,1,1,505,0,0,31.4304,1,1,0,0,1,1,1,0,0,0,81,0,1,31.7398,1,1,0,0,1,1,1,0,0,0,None,None
69,0,11251.8,0,1,1,508,0,0,16.0195,1,1,0,0,1,1,1,0,0,0,620,0,1,15.7012,1,1,0,0,1,1,1,0,0,0,None,None
70,0,1785.1,0,1,1,513,0,0,47.795,1,1,0,0,1,1,1,0,0,0,432,0,1,43.9291,1,1,0,0,1,1,1,0,0,0,None,None
71,0,7467.74,0,1,1,515,0,0,48.7167,1,1,0,0,1,1,1,0,0,0,605,0,1,49.4952,1,1,0,0,1,1,1,0,0,0,None,None
72,0,6301.42,0,1,1,531,0,0,48.1139,1,1,0,0,1,1,1,0,0,0,287,0,1,35.8532,1,1,0,0,1,1,1,0,0,0,None,None
73,0,9234.66,0,1,1,532,0,0,26.0571,1,1,0,0,1,1,1,0,0,0,802,0,1,23.1628,1,1,0,0,1,1,1,0,0,0,None,None
74,0,3020.94,0,1,1,538,0,0,41.1732,1,1,0,0,1,1,1,0,0,0,82,0,1,31.0648,1,1,0,0,1,1,1,0,0,0,None,None
75,0,6002.85,0,1,1,544,0,0,19.5502,1,1,0,0,1,1,1,0,0,0,629,0,1,16.3886,1,1,0,0,1,1,1,0,0,0,None,None
76,0,3076.45,0,1,1,546,0,0,24.3955,1,1,0,0,1,1,1,0,0,0,764,0,1,16.3075,1,1,0,0,1,1,1,0,0,0,None,None
77,0,14750.3,0,1,1,553,0,0,20.7878,1,1,0,0,1,1,1,0,0,0,573,0,1,20.5005,1,1,0,0,1,1,1,0,0,0,None,None
