T1,T2,T3,T4,T5,T6
0.168470966458325,0.517777621486398,0.688534249675945,0.841410855084579,campaign_vaccine_assumption_HINT.json,Baseline
0.171457113033143,0.443369294334185,0.694232755289448,0.848221526082225,campaign_vaccine_assumption_HINT.json,Baseline
0.145771524034474,0.465551275676478,0.7,0.818843345906387,campaign_vaccine_assumption_HINT.json,Baseline
0.209819865212952,0.496109238322505,0.653255001777693,0.795790915102866,campaign_vaccine_assumption_HINT.json,Baseline
0.180396010474329,0.501955108016262,0.617171631764019,0.830016044501749,campaign_vaccine_assumption_HINT.json,Baseline
0.161165603017735,0.520612156840211,0.7,0.824121973824151,campaign_vaccine_assumption_HINT.json,Baseline
0.150248523356988,0.452607627887684,0.674487777722079,0.812684285877734,campaign_vaccine_assumption_HINT.json,Baseline
0.150052281031148,0.586052469440338,0.678686599662174,0.818971578026859,campaign_vaccine_assumption_HINT.json,Baseline
0.19867443201459,0.51822198260695,0.7,0.887632908921338,campaign_vaccine_assumption_HINT.json,Baseline
0.196398794665252,0.49088776420218,0.7,0.878395547349181,campaign_vaccine_assumption_HINT.json,Baseline
0.135601069540679,0.533724382827046,0.627684528996754,0.81878818827905,campaign_vaccine_assumption_HINT.json,Baseline
0.228419948920989,0.483192321101846,0.7,0.830787995033599,campaign_vaccine_assumption_HINT.json,Baseline
0.172832556794234,0.540156861803836,0.633135316468048,0.796302432939073,campaign_vaccine_assumption_HINT.json,Baseline
0.234344489362024,0.497282542738465,0.668115714052319,0.829398740536443,campaign_vaccine_assumption_HINT.json,Baseline
0.220915982910382,0.488175167304264,0.7,0.878391669509652,campaign_vaccine_assumption_HINT.json,Baseline
0.217968559478522,0.510958044071136,0.7,0.894489431217098,campaign_vaccine_assumption_HINT.json,Baseline
0.119322594992304,0.493010448895818,0.7,0.831675437480044,campaign_vaccine_assumption_HINT.json,Baseline
0.173965639976994,0.547486556635462,0.7,0.865775549528706,campaign_vaccine_assumption_HINT.json,Baseline
0.200844877658929,0.509045360744656,0.662450704130019,0.780199751268722,campaign_vaccine_assumption_HINT.json,Baseline
0.116349619429706,0.518448823226314,0.676900393206312,0.892224078629294,campaign_vaccine_assumption_HINT.json,Baseline
0.14093108477647,0.566516318835191,0.7,0.888740241646205,campaign_vaccine_assumption_HINT.json,Baseline
0.153005443695255,0.509119924283203,0.694733107511564,0.768914949638652,campaign_vaccine_assumption_HINT.json,Baseline
0.12129090348362,0.497720726201981,0.7,0.823295782439681,campaign_vaccine_assumption_HINT.json,Baseline
0.210365482815715,0.518005177351295,0.7,0.901348946757762,campaign_vaccine_assumption_HINT.json,Baseline
0.122328104637955,0.555202899814546,0.7,0.803243701730174,campaign_vaccine_assumption_HINT.json,Baseline
0.180732136668887,0.588022030685432,0.669873672152715,0.82793410664387,campaign_vaccine_assumption_HINT.json,Baseline
0.219991315099629,0.509703123581252,0.7,0.812663918265093,campaign_vaccine_assumption_HINT.json,Baseline
0.203618890119953,0.55675250108284,0.699608541178,0.892998401749599,campaign_vaccine_assumption_HINT.json,Baseline
0.169991512768409,0.589034730176639,0.7,0.861252782643314,campaign_vaccine_assumption_HINT.json,Baseline
0.155177767717036,0.481276384944728,0.641386634910057,0.798044323456801,campaign_vaccine_assumption_HINT.json,Baseline
0.201833404463618,0.581037838100273,0.7,0.834993478869695,campaign_vaccine_assumption_HINT.json,Baseline
0.202888167819822,0.482730898822204,0.664121205212334,0.891740623355696,campaign_vaccine_assumption_HINT.json,Baseline
0.188841065199106,0.496323733665833,0.63384375472426,0.799822040105863,campaign_vaccine_assumption_HINT.json,Baseline
0.188667355150881,0.452451558809739,0.682011797374757,0.811772140615518,campaign_vaccine_assumption_HINT.json,Baseline
0.109481358076583,0.506995114554942,0.7,0.876544876675989,campaign_vaccine_assumption_HINT.json,Baseline
0.21512575652565,0.490850216861153,0.639105052649169,0.852693434564473,campaign_vaccine_assumption_HINT.json,Baseline
0.184571784389418,0.498113507050037,0.7,0.775463371127545,campaign_vaccine_assumption_HINT.json,Baseline
0.123468536344893,0.533150285506814,0.7,0.799053899886191,campaign_vaccine_assumption_HINT.json,Baseline
0.208248082992157,0.455383068139789,0.686386479707878,0.835572371458751,campaign_vaccine_assumption_HINT.json,Baseline
0.137755111511534,0.467763223571922,0.7,0.865994884859386,campaign_vaccine_assumption_HINT.json,Baseline
0.178452263668013,0.444215929182792,0.683877999604386,0.832170658868494,campaign_vaccine_assumption_HINT.json,Baseline
0.120829389836965,0.467337556368938,0.698264440443785,0.86501534956137,campaign_vaccine_assumption_HINT.json,Baseline
0.191047203311358,0.552286240241102,0.64481517836974,0.885878312018097,campaign_vaccine_assumption_HINT.json,Baseline
0.179539234204594,0.565117657030443,0.651344825698583,0.798170054529422,campaign_vaccine_assumption_HINT.json,Baseline
0.213789088430458,0.498218356494818,0.665421680728224,0.791306629549843,campaign_vaccine_assumption_HINT.json,Baseline
0.225291670437818,0.506876470194836,0.667290399943968,0.881407990123577,campaign_vaccine_assumption_HINT.json,Baseline
0.214303771312009,0.51566885531325,0.631185450287313,0.850557022570906,campaign_vaccine_assumption_HINT.json,Baseline
0.172775141476303,0.54785286447565,0.623820276452263,0.864054967517565,campaign_vaccine_assumption_HINT.json,Baseline
0.183154012285171,0.521734643478469,0.623605771160261,0.875512439588487,campaign_vaccine_assumption_HINT.json,Baseline
0.184340997105429,0.517220225442564,0.7,0.870410674105433,campaign_vaccine_assumption_HINT.json,Baseline
0.150608715141633,0.565816239266636,0.7,0.791600708107993,campaign_vaccine_assumption_HINT.json,Baseline
0.111542019354925,0.517141980946187,0.7,0.820879332496183,campaign_vaccine_assumption_HINT.json,Baseline
0.132225399700576,0.46753599829462,0.7,0.869052134597429,campaign_vaccine_assumption_HINT.json,Baseline
0.122837015031417,0.523116169120132,0.655950747770929,0.793387278984292,campaign_vaccine_assumption_HINT.json,Baseline
0.133293443001708,0.517100151506627,0.7,0.839225979767801,campaign_vaccine_assumption_HINT.json,Baseline
0.129184005887816,0.571123244424385,0.659555242351591,0.85837302541826,campaign_vaccine_assumption_HINT.json,Baseline
0.192186217670853,0.459200885170071,0.7,0.864850119500879,campaign_vaccine_assumption_HINT.json,Baseline
0.178844107243841,0.586204243294493,0.671365871549023,0.818326371241819,campaign_vaccine_assumption_HINT.json,Baseline
0.105008219727052,0.548309565009055,0.7,0.849443344439411,campaign_vaccine_assumption_HINT.json,Baseline
0.105261156913409,0.554174760689284,0.691397634222168,0.845444222120555,campaign_vaccine_assumption_HINT.json,Baseline
0.148755285571989,0.531341327022989,0.7,0.794122562874681,campaign_vaccine_assumption_HINT.json,Baseline
0.188095094991007,0.484718629693318,0.686791928121767,0.777247438886737,campaign_vaccine_assumption_HINT.json,Baseline
0.148310489536602,0.493841434238886,0.620974447585714,0.84867537753332,campaign_vaccine_assumption_HINT.json,Baseline
0.130775821620644,0.576382922327129,0.7,0.822846411841705,campaign_vaccine_assumption_HINT.json,Baseline
0.113445354073305,0.501859142402153,0.7,0.878855820765085,campaign_vaccine_assumption_HINT.json,Baseline
0.208288389219561,0.567351327876809,0.7,0.806442942832215,campaign_vaccine_assumption_HINT.json,Baseline
0.172819932586879,0.515706108008782,0.614009617929902,0.848233444005546,campaign_vaccine_assumption_HINT.json,Baseline
0.188600882825488,0.449172922065193,0.689016596583927,0.863422702837117,campaign_vaccine_assumption_HINT.json,Baseline
0.118028908437068,0.528968144530838,0.647360871206194,0.874298884648302,campaign_vaccine_assumption_HINT.json,Baseline
0.153544487740908,0.536712163508279,0.678523531536135,0.911609419530342,campaign_vaccine_assumption_HINT.json,Baseline
0.232170871532924,0.541735543670215,0.7,0.843937697283213,campaign_vaccine_assumption_HINT.json,Baseline
